id|fecha_relevamiento|existe_trab_alum|antiguedad|empresa|sector|facilidad_est_emp|facilidad_est_inst|alu_trab_ocup|hora_sem_trab_alum|alu_trab_tarea|alu_trab_hace|rel_trab_carrera|alu_trab_desjub|alu_trab_fami|remuneracion|
3047|01/03/2016|Trabajó al menos una hora||||||Permanente|35 o más horas|Desarrollador de software|Obrero o empleado|Total|N|N|S|
6235|01/04/2016|No esta pensando en trabajar||||||||||||||
6253|01/04/2016|No trabajó y no buscó trabajo en los últimos 30 días||||||||||||||
5871|08/04/2016|Trabajó al menos una hora||||||Temporaria|Mas de 10 y hasta 20 horas|Profesora de Matemática|Obrero o empleado|Total|S|N|S|
47|12/04/2016|||||||||||||||
1899|20/09/2016|Trabajó al menos una hora||||||Permanente|35 o más horas|Comerciante|Cuenta propia|Parcial|N|S|N|
2074|20/10/2016|No esta pensando en trabajar|||||||||||N|N|N|
4982|11/11/2016|No trabajó y no buscó trabajo en los últimos 30 días|||||||||||N|N|N|
5102|01/02/2017|No esta pensando en trabajar|||||||||||N|N|N|
5921|01/02/2017|No esta pensando en trabajar|||||||||||N|N|N|
5676|02/02/2017|No esta pensando en trabajar|||||||||||N|N|N|
3397|02/02/2017|Trabajó al menos una hora||||||Permanente|35 o más horas|desarrollo de software|Cuenta propia|Total|N|N|S|
5550|02/02/2017|No esta pensando en trabajar|||||||||||N|N|N|
4080|08/02/2017|Trabajó al menos una hora||||||Permanente|35 o más horas|Consultoria|Obrero o empleado|Total|N|N|S|
6216|19/02/2017|No esta pensando en trabajar|||||||||||N|N|N|
5849|23/02/2017|No trabajó y no buscó trabajo en los últimos 30 días|||||||||||N|N|N|
2006|03/03/2017|Trabajó al menos una hora||||||Temporaria|Mas de 20 y menos de 35 horas|Operador telefonista de remis|Pasante|Sin relación|N|N|S|
6494|29/03/2017|Trabajó al menos una hora||||||Permanente|35 o más horas|empresa de instalaciones inteligentes|Cuenta propia|Total|N|N|S|
6535|29/03/2017|No trabajó y no buscó trabajo en los últimos 30 días|||||||||||N|N|N|
6545|03/04/2017|No esta pensando en trabajar||||||||||||||
638|20/04/2017|Trabajó al menos una hora|||||||Mas de 20 y menos de 35 horas|||Total|||1|
1900|20/04/2017|Trabajó al menos una hora||||||Permanente|35 o más horas|Programador|Obrero o empleado|Total|S|N|S|
707|20/04/2017|Trabajó al menos una hora|||||||Mas de 20 y menos de 35 horas|||Total|||1|
4053|07/08/2017|No esta pensando en trabajar|||||||||||N|N|N|
5084|17/01/2018|Trabajó al menos una hora|2|Municipio Tandil|ADMINISTRACIÓN PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA|Poca|Poca|Permanente|35 o más horas|Control Urbano Vehicular|Obrero o empleado|Total|S|N|S|
5105|02/02/2018|No esta pensando en trabajar|||||||||||N|N|N|
2074|05/02/2018|No esta pensando en trabajar|||||||||||N|N|N|
6539|06/02/2018|No esta pensando en trabajar||||||||||||||
5874|10/02/2018|No esta pensando en trabajar|||||||||||N|N|N|
6202|11/02/2018|No esta pensando en trabajar|||||||||||N|N|N|
3340|14/02/2018|Trabajó al menos una hora||||||Permanente|35 o más horas|Becario Conicet|Obrero o empleado|Parcial|N|N|S|
2527|15/03/2018|Trabajó al menos una hora|||||||Mas de 10 y hasta 20 horas|||Total|||1|
5402|15/03/2018|No esta pensando en trabajar|||||||||||N|N|N|
6622|03/04/2018|Trabajó al menos una hora||||||Temporaria|Mas de 10 y hasta 20 horas|AYUDANTE EN CARPINTERIA|Obrero o empleado|Sin relación|N|S|S|
6723|03/04/2018|Trabajó al menos una hora||||||Temporaria|35 o más horas|ALAMBRADOR|Obrero o empleado|Sin relación|N|N|N|
6736|03/04/2018|No esta pensando en trabajar|||||||||||N|N|N|
6751|03/04/2018|No esta pensando en trabajar|||||||||||N|N|N|
6756|03/04/2018|No esta pensando en trabajar|||||||||||N|N|N|
6761|03/04/2018|No trabajó y no buscó trabajo en los últimos 30 días|||||||||||N|N|N|
638|16/04/2018|Trabajó al menos una hora|||||||Mas de 20 y menos de 35 horas|||Total|||1|
6950|17/04/2018|No trabajó y no buscó trabajo en los últimos 30 días|||||||||||N|N|N|
1348|17/05/2018|Trabajó al menos una hora||||||Temporaria|Mas de 20 y menos de 35 horas|Programador|Cuenta propia|Total|N|N|S|
3607|03/06/2018|Trabajó al menos una hora||||||Permanente|35 o más horas|Software Engineer|Obrero o empleado|Total|N|N|N|
6202|28/08/2018|No esta pensando en trabajar|||||||||||N|N|N|
2751|28/09/2018|Trabajó al menos una hora|6|Globant||||Permanente|35 o más horas|Technical Director|Obrero o empleado|Total|S|N|S|
4559|26/01/2019|No trabajó y no buscó trabajo en los últimos 30 días|1||SERVICIOS DE HOTELERÍA Y RESTAURANTES||||||Obrero o empleado|||||
4093|01/02/2019|Trabajó al menos una hora||||||Permanente|Mas de 20 y menos de 35 horas|Desarrollador de software|Obrero o empleado|Total|S|N|S|
6101|05/02/2019|No esta pensando en trabajar||||||||||||||
6959|08/02/2019|No trabajó y no buscó trabajo en los últimos 30 días||||||||||||||
6722|15/02/2019|No esta pensando en trabajar|||||||||||N|N|N|
4324|15/02/2019|Trabajó al menos una hora|5|||||Permanente|35 o más horas|Programación|Obrero o empleado|Total|S|N|S|
2893|22/02/2019|Trabajó al menos una hora||||||Permanente|35 o más horas|Analista progarmador|Obrero o empleado|Total|S|N|S|
7059|07/03/2019|No esta pensando en trabajar|||||||||||N|N|N|
7067|07/03/2019|No esta pensando en trabajar|||||||||||N|N|N|
5699|10/03/2019|No esta pensando en trabajar|||||||||||N|N|N|
7223|21/03/2019|No trabajó y no buscó trabajo en los últimos 30 días|||||||||||N|N|N|
7311|27/03/2019|Trabajó al menos una hora|1|FREELANCE||Poca|Poca|Permanente|35 o más horas|PROJECT MANAGEMENT|Cuenta propia|Parcial|N|N|S|
5470|01/05/2019|Trabajó al menos una hora|6||ENSEÑANZA|Nada|Nada|Permanente|Mas de 10 y hasta 20 horas|Docente|Obrero o empleado|Total|S|N|S|
638|05/11/2019|Trabajó al menos una hora|||||||Mas de 20 y menos de 35 horas|||Total|||1|
2527|05/11/2019|Trabajó al menos una hora|||||||Mas de 10 y hasta 20 horas|||Total|||1|
2731|05/11/2019|Trabajó al menos una hora||||||Permanente|Mas de 10 y hasta 20 horas|Ayudante Diplomado|Obrero o empleado|Total|S|N|S|
3340|05/11/2019|Trabajó al menos una hora||||||Permanente|35 o más horas|Becario Conicet|Obrero o empleado|Parcial|N|N|S|
823|05/11/2019|||||||||||||||
6429|22/11/2019|No trabajó y no buscó trabajo en los últimos 30 días|0|||Poca|Poca||||Obrero o empleado|||||
6461|29/01/2020|Trabajó al menos una hora|0|SDC||Mucha|Mucha|Permanente|35 o más horas|Desarrollador|Obrero o empleado|Parcial|N|N|S|
5102|03/04/2020|Trabajó al menos una hora|0||ENSEÑANZA|Mucha|Mucha|Temporaria|Hasta 10 horas|Ayudante Alumno|Pasante|Sin relación|S|N|S|
5470|20/04/2020|Trabajó al menos una hora|6||ENSEÑANZA|Nada|Nada|Permanente|Mas de 10 y hasta 20 horas|Docente|Obrero o empleado|Total|S|N|S|
5930|23/04/2020|No esta pensando en trabajar|||||||||||N|N|N|
6933|04/02/2020|Trabajó al menos una hora|1|Instituto Stop|ENSEÑANZA|Mucha|Mucha|Temporaria|Mas de 10 y hasta 20 horas|Doy particular de matematica y fisica para secundaria|Obrero o empleado|Sin relación|N|N|S|
7459|07/02/2020|No esta pensando en trabajar|||||||||||N|N|N|
5319|08/02/2020|Trabajó al menos una hora|0|||Mucha|Mucha|Permanente|35 o más horas|Analista de Soporte|Obrero o empleado|Total|S|N|S|
4599|13/02/2020|Trabajó al menos una hora|4|gA||Poca|Poca|Permanente|35 o más horas|Desarrollador Web|Obrero o empleado|Total|S|N|S|
2074|25/02/2020|No esta pensando en trabajar|||||||||||N|N|N|
5199|26/02/2020|Trabajó al menos una hora|1|||||Permanente|35 o más horas|Desarrollo Fullstack|Obrero o empleado|Total|S|N|S|
7552|26/02/2020|No esta pensando en trabajar||||||||||||||
5614|28/02/2020|No esta pensando en trabajar|||||||||||N|N|N|
7731|30/03/2020|Trabajó al menos una hora|6|MOSTAZA||Poca|Poca|Permanente|Hasta 10 horas|ASISTENTE DE COMPRAS.|Obrero o empleado|Sin relación|N|N|N|
7198|04/09/2020|No esta pensando en trabajar|0||||||||Pasante|||||
5281|20/10/2020|No trabajó y no buscó trabajo en los últimos 30 días||||||||||||||
7735|26/10/2020|No esta pensando en trabajar|||||||||||N|N|N|
6752|01/02/2021|Trabajó al menos una hora||||||Temporaria|Mas de 10 y hasta 20 horas|Venta de equipos por mercado librd|Pasante|Parcial|N|S|S|
7278|01/02/2021|No esta pensando en trabajar|||||||||||N|N|N|
6129|02/02/2021|No esta pensando en trabajar|||||||||||N|N|N|
7484|03/02/2021|No esta pensando en trabajar|||||||||||N|N|N|
5921|04/02/2021|No esta pensando en trabajar|||||||||||N|N|N|
6761|07/02/2021|No trabajó y no buscó trabajo en los últimos 30 días|||||||||||N|N|N|
4796|21/02/2021|Trabajó al menos una hora|0||ENSEÑANZA|Mucha|Mucha|Temporaria|Hasta 10 horas|Dar clases|Obrero o empleado|Parcial|S|N|S|
7943|27/02/2021|Trabajó al menos una hora||||||Permanente|Mas de 20 y menos de 35 horas|No especifica|Obrero o empleado|Sin relación|N|N|S|
7988|27/02/2021|No esta pensando en trabajar|||||||||||N|N|N|
8075|27/02/2021|Trabajó al menos una hora|0|VIDEOTEL ELECTRONICA||Mucha|Mucha|Temporaria|Mas de 20 y menos de 35 horas|REPARACIÓN DE TELEVISORES|Cuenta propia|Parcial|N|S|S|
7815|01/03/2021|Trabajó al menos una hora|6||COMERCIO AL POR MAYOR Y AL POR MENOR, REPARACIÓN DE RODADOS, EFECTOS PERSONALES Y ENSERES DOMÉSTICOS|Nada||Permanente|35 o más horas|empleado|Obrero o empleado|Parcial|S|N|S|
5114|09/03/2021|No trabajó y no buscó trabajo en los últimos 30 días||||||||||||||
7731|10/03/2021|Trabajó al menos una hora|6|MOSTAZA||Poca|Poca|Permanente|Hasta 10 horas|ASISTENTE DE COMPRAS.|Obrero o empleado|Sin relación|N|N|N|
6333|16/03/2021|No trabajó y no buscó trabajo en los últimos 30 días|||||||||Obrero o empleado||N|||
5276|17/03/2021|Trabajó al menos una hora|3|Pladema||Mucha|Mucha|Temporaria|Mas de 20 y menos de 35 horas|Desarrollo y testing de Software|Cuenta propia|Total|N|N|S|
8245|22/03/2021|Trabajó al menos una hora||||||Permanente|35 o más horas|Beca doctoral CIC|Obrero o empleado|Total|N|N|S|
4842|25/03/2021|Trabajó al menos una hora|3|Globant|INTERMEDIACIÓN FINANCIERA Y OTROS SERVICIOS FINANCIEROS|Mucha|Poca|Permanente|35 o más horas|Desarrollador de Software|Obrero o empleado|Total|S|N|S|
8556|08/04/2021|Trabajó al menos una hora||||||Permanente|35 o más horas|Auxiliar en Instituto Prov. de lotería y casinos|Obrero o empleado|Sin relación|S|N|S|
47|08/07/2021|||||||||||||||
4621|08/07/2021|No esta pensando en trabajar|||||||||||N|N|N|
902|08/07/2021|Trabajó al menos una hora|||||||Mas de 10 y hasta 20 horas|||Parcial||||
3340|08/07/2021|Trabajó al menos una hora||||||Permanente|35 o más horas|Becario Conicet|Obrero o empleado|Parcial|N|N|S|
7645|20/09/2021|No esta pensando en trabajar||||||||||||||
3478|02/11/2021|Trabajó al menos una hora|5|SIU||Poca|Poca|Permanente|35 o más horas|Analista BI|Obrero o empleado|Total|S|N|S|
6070|02/12/2021|Trabajó al menos una hora|0|Lamansys||||Temporaria|35 o más horas|Desarrollador de Software|Cuenta propia|Total|S|N|S|
8179|07/12/2021|No esta pensando en trabajar|||||||||||N|N|N|
3037|01/02/2022|Trabajó al menos una hora|6|Sancor Seguros|SERVICIOS SOCIALES Y DE SALUD|Mucha|Nada|Permanente|35 o más horas|Administración|Obrero o empleado|Parcial|S|N|S|
6090|02/02/2022|No esta pensando en trabajar||||||||||||||
7624|02/02/2022|No trabajó y no buscó trabajo en los últimos 30 días||||||||||||||
5852|02/02/2022|No esta pensando en trabajar|||||||||||N|N|N|
8082|09/02/2022|No esta pensando en trabajar|||||||||||N|N|N|
8694|03/03/2022|Trabajó al menos una hora||||||Permanente|Hasta 10 horas|GESTIÓN DE FINANZAS EN EMPRESA DE SOFTWARE|Obrero o empleado|Parcial|N|N|N|
9088|21/03/2022|No esta pensando en trabajar||||||||||||||
9098|21/03/2022|Trabajó al menos una hora||||||Temporaria|Mas de 20 y menos de 35 horas|.|Cuenta propia|Parcial|N|S|S|
9262|01/01/1900|No esta pensando en trabajar||||||||||||||
9267|21/03/2022|No esta pensando en trabajar||||||||||||||
9285|01/01/1900|||||||||||||||
5017|01/04/2022|Trabajó al menos una hora|3|q4tech|SERVICIOS INMOBILIARIOS, EMPRESARIALES Y DE ALQUILER|Mucha|Mucha|Permanente|35 o más horas|Desarrollo|Obrero o empleado|Total|S|N|S|
6736|30/04/2022|No esta pensando en trabajar|||||||||||N|N|N|
9223|11/05/2022|||||||||||||||
7346|29/05/2022|No trabajó y no buscó trabajo en los últimos 30 días|||||||||||N|N|N|
9347|21/06/2022|No esta pensando en trabajar|||||||||||N|N|N|
200|01/04/2002|||||||||||||||
274|01/04/2002|||||||||||||||
289|01/04/2002|||||||||||||||
307|04/02/2005|Trabajó al menos una hora|||||||Mas de 10 y hasta 20 horas|||Total||||
428|01/04/2002|||||||||||||||
441|01/04/2002|||||||||||||||
491|01/04/2002|||||||||||||||
504|01/04/2002|||||||||||||||
700|01/04/2002|||||||||||||||
772|10/02/2004|Trabajó al menos una hora|||||||Mas de 20 y menos de 35 horas|||Total|||1|
881|17/12/2002||||||||Mas de 20 y menos de 35 horas|||Total||||
895|01/04/2002|||||||||||||||
1037|03/03/2003|||||||||||||||
1206|01/04/2002|||||||||||||||
1244|19/02/2004|No esta pensando en trabajar||||||||||||||
1348|11/03/2008|Trabajó al menos una hora||||||Permanente|35 o más horas|Programador|Obrero o empleado|Total|S|N|N|
1513|01/04/2002|||||||||||||||
1531|14/04/2005|Trabajó al menos una hora|||||||Mas de 10 y hasta 20 horas|||Total|||1|
1574|19/04/2004|No esta pensando en trabajar||||||||||||||
1745|18/03/2004|Trabajó al menos una hora|||||||Mas de 20 y menos de 35 horas|||Parcial|||1|
1770|01/04/2002|||||||||||||||
1784|31/07/2005|No esta pensando en trabajar||||||||||||||
1899|19/03/2004|Trabajó al menos una hora|||||||Mas de 20 y menos de 35 horas|||Parcial|||1|
1904|06/03/2004|No esta pensando en trabajar||||||||||||||
1959|27/04/2004|Trabajó al menos una hora|||||||Mas de 10 y hasta 20 horas|||Total|||1|
3579|27/04/2004|Trabajó al menos una hora|||||||Mas de 10 y hasta 20 horas|||Total|||1|
2169|28/07/2005|No esta pensando en trabajar||||||||||||||
2201|06/12/2002|||||||||||||||
2300|01/04/2002|||||||||||||||
2350|14/03/2004|No esta pensando en trabajar|||||||Hasta 10 horas|||Parcial||||
2350|04/03/2006|Trabajó al menos una hora|||||||Mas de 10 y hasta 20 horas|||Parcial|||1|
2454|08/03/2005|No esta pensando en trabajar||||||||||||||
2503|16/02/2005|Trabajó al menos una hora||||||||||Sin relación|||1|
2527|27/02/2003|||||||||||||||
2579|01/04/2002|||||||||||||||
2644|21/03/2002|||||||||||||||
2728|07/02/2005|No esta pensando en trabajar||||||||||||||
2765|07/02/2004|Trabajó al menos una hora|||||||Hasta 10 horas|||Total|||1|
2886|22/08/2005|Trabajó al menos una hora|||||||Hasta 10 horas|||Parcial|||1|
3017|28/11/2002|||||||||||||||
3019|03/02/2004|No esta pensando en trabajar||||||||||||||
3047|12/02/2007|No esta pensando en trabajar||||||||||||||
3112|11/04/2003|||||||||||||||
3146|12/03/2004|No esta pensando en trabajar||||||||||||||
3213|12/03/2004|No esta pensando en trabajar||||||||||||||
3234|01/03/2007|No esta pensando en trabajar||||||||||||||
3298|29/04/2003|||||||||||||||
3342|28/02/2006|No esta pensando en trabajar||||||||||||||
3355|15/04/2004|||||||||||||||
3379|14/04/2004|||||||||||||||
3391|14/04/2004|No esta pensando en trabajar||||||||||||||
3400|16/04/2004|Trabajó al menos una hora|||||||Mas de 10 y hasta 20 horas|||Total||||
3456|15/04/2004|Trabajó al menos una hora|||||||Mas de 20 y menos de 35 horas|||Sin relación|||1|
3478|19/04/2004|No esta pensando en trabajar||||||||||||||
3513|12/12/2007|No esta pensando en trabajar||||||||||||||
3513|23/04/2004|No esta pensando en trabajar||||||||||||||
3580|27/04/2004|No esta pensando en trabajar||||||||||||||
3609|27/12/2006|No esta pensando en trabajar||||||||||||||
3665|22/03/2005|||||||||||||||
3694|30/03/2005|No esta pensando en trabajar||||||||||||||
3765|16/02/2007|Trabajó al menos una hora|||||||Mas de 10 y hasta 20 horas|||Total|||1|
3765|08/04/2005|No esta pensando en trabajar||||||||||||||
3848|06/04/2006|No esta pensando en trabajar||||||||||||||
3848|17/07/2007|No esta pensando en trabajar||||||||||||||
3986|20/11/2007|No esta pensando en trabajar||||||||||||||
4155|26/03/2007|No esta pensando en trabajar||||||||||||||
4257|21/02/2008|Trabajó al menos una hora||||||Temporaria|Mas de 10 y hasta 20 horas|Empleado de Comercio|Obrero o empleado|Sin relación|N|S|S|
4316|27/02/2008|No esta pensando en trabajar|||||||||||N|N|N|
4347|04/03/2008|Trabajó al menos una hora||||||Permanente|35 o más horas|profesor de matemática|Obrero o empleado|Total|S|N|S|
3234|02/02/2009|Trabajó al menos una hora||||||Permanente|Mas de 20 y menos de 35 horas|Desarrollador J2EE|Obrero o empleado|Total|S|N|S|
3340|02/02/2009|No trabajó y no buscó trabajo en los últimos 30 días|||||||||||N|N|N|
3772|02/02/2009|No esta pensando en trabajar|||||||||||N|N|N|
3986|03/02/2009|No esta pensando en trabajar|||||||||||N|N|N|
4053|10/02/2009|No esta pensando en trabajar|||||||||||N|N|N|
3397|16/02/2009|Trabajó al menos una hora||||||Permanente|Hasta 10 horas|desarrollos, etc.|Cuenta propia|Total|N|S|S|
4570|26/02/2009|No esta pensando en trabajar|||||||||||N|N|N|
1904|06/03/2009|Trabajó al menos una hora||||||Permanente|35 o más horas|progrmador|Cuenta propia|Total|N|N|N|
1021|20/08/2009|Trabajó al menos una hora||||||Permanente|Mas de 20 y menos de 35 horas|programación web|Obrero o empleado|Total|S|N|S|
3168|04/02/2010|No esta pensando en trabajar|||||||||||N|N|N|
3068|05/02/2010|Trabajó al menos una hora||||||Permanente|35 o más horas|Desarrollador|Obrero o empleado|Total|N|N|S|
3340|09/02/2010|No trabajó y no buscó trabajo en los últimos 30 días|||||||||||N|N|N|
1288|17/02/2010|Trabajó al menos una hora||||||Permanente|35 o más horas|Software Development|Obrero o empleado|Total|N|N|N|
1825|19/02/2010|Trabajó al menos una hora||||||Permanente|35 o más horas|desarrollador java|Obrero o empleado|Total|S|N|S|
1905|26/02/2010|Trabajó al menos una hora||||||Permanente|35 o más horas|Empleado publico|Obrero o empleado|Sin relación|S|N|S|
2451|04/03/2010|Trabajó al menos una hora||||||Permanente|35 o más horas|desarrollador|Obrero o empleado|Total|N|N|N|
4423|07/03/2010|No esta pensando en trabajar|||||||||||N|N|N|
3216|12/03/2010|Trabajó al menos una hora||||||Temporaria|Mas de 10 y hasta 20 horas|Creacion de software|Cuenta propia|Total|N|N|N|
4744|16/03/2010|Trabajó al menos una hora||||||Permanente|35 o más horas|docente|Obrero o empleado|Total|S|N|S|
4778|22/03/2010|No esta pensando en trabajar||||||||||||||
4798|23/03/2010|No esta pensando en trabajar||||||||||||||
4834|26/03/2010|Trabajó al menos una hora||||||Permanente|Mas de 20 y menos de 35 horas|docente|Obrero o empleado|Total|S|N|S|
4842|26/03/2010|No esta pensando en trabajar|||||||||||N|N|N|
4845|29/03/2010|No esta pensando en trabajar||||||||||||||
4968|13/04/2010|No esta pensando en trabajar||||||||||||||
4980|14/04/2010|No esta pensando en trabajar|||||||||||N|N|N|
3868|03/08/2010|Trabajó al menos una hora||||||Temporaria|Mas de 10 y hasta 20 horas|tarea de oficina|Pasante|Parcial|N|N|S|
3719|30/09/2010|Trabajó al menos una hora||||||Permanente|35 o más horas|desarrollador web|Obrero o empleado|Total|N|N|S|
3234|02/02/2011|Trabajó al menos una hora||||||Permanente|35 o más horas|Desarrollador J2EE|Obrero o empleado|Total|S|N|S|
3251|08/02/2011|No trabajó y no buscó trabajo en los últimos 30 días|||||||||||N|N|N|
4625|10/02/2011|No esta pensando en trabajar|||||||||||N|N|N|
2674|10/02/2011|Trabajó al menos una hora||||||Temporaria|Hasta 10 horas|clases de computacion|Obrero o empleado|Total|N|N|N|
3340|14/02/2011|Trabajó al menos una hora||||||Temporaria|Hasta 10 horas|Dicto clases de apoyo particular|Cuenta propia|Parcial|N|N|S|
4591|15/02/2011|No trabajó y no buscó trabajo en los últimos 30 días|||||||||||N|N|N|
4636|23/02/2011|No esta pensando en trabajar|||||||||||N|N|N|
3876|27/02/2011|No trabajó y no buscó trabajo en los últimos 30 días|||||||||||N|N|N|
3270|22/03/2011|Trabajó al menos una hora||||||Temporaria|Mas de 20 y menos de 35 horas|Administracion de stock, caja y manejo de empleados|Cuenta propia|Sin relación|N|S|N|
4798|01/04/2011|No esta pensando en trabajar|||||||||||N|N|N|
5102|08/04/2011|No esta pensando en trabajar|||||||||||N|N|N|
5193|18/04/2011|No esta pensando en trabajar||||||||||||||
5021|13/02/2012|No esta pensando en trabajar|||||||||||N|N|N|
4832|14/02/2012|Trabajó al menos una hora||||||Permanente|Hasta 10 horas|profesor de salsa|Obrero o empleado|Sin relación|N|N|S|
4898|14/02/2012|Trabajó al menos una hora||||||Permanente|35 o más horas|atención |Obrero o empleado|Parcial|S|N|S|
3994|23/02/2012|No esta pensando en trabajar|||||||||||N|N|N|
4713|25/02/2012|No esta pensando en trabajar|||||||||||N|N|N|
4324|28/02/2012|No esta pensando en trabajar|||||||||||N|N|N|
3340|28/02/2012|Trabajó al menos una hora||||||Temporaria|Mas de 10 y hasta 20 horas|Parte del equipo promotor del Programa Banco Popular de la Buena Fe|Pasante|Parcial|N|N|S|
3385|11/03/2012|Trabajó al menos una hora||||||Permanente|35 o más horas|Desarrollo de software|Obrero o empleado|Total|S|N|S|
4200|20/03/2012|No esta pensando en trabajar|||||||||||N|N|N|
4559|22/03/2012|No trabajó y no buscó trabajo en los últimos 30 días|||||||||||N|N|N|
5281|16/04/2012|No esta pensando en trabajar|||||||||||N|N|N|
4987|13/08/2012|No trabajó y no buscó trabajo en los últimos 30 días|||||||||||N|N|N|
4404|04/02/2013|No esta pensando en trabajar|||||||||||N|N|N|
3478|06/02/2013|Trabajó al menos una hora||||||Permanente|Mas de 20 y menos de 35 horas|Desarrollador web|Obrero o empleado|Total|S|N|S|
4845|11/02/2013|No esta pensando en trabajar|||||||||||N|N|N|
4750|12/02/2013|No esta pensando en trabajar|||||||||||N|N|N|
4852|14/02/2013|Trabajó al menos una hora||||||Permanente|35 o más horas|Web UI Developer (Globant)|Obrero o empleado|Total|S|N|S|
2456|18/02/2013|Trabajó al menos una hora||||||Permanente|35 o más horas|SME UNIX TEAM|Obrero o empleado|Total|S|N|S|
3234|27/02/2013|Trabajó al menos una hora||||||Permanente|35 o más horas|Lider de Proyecto|Obrero o empleado|Total|S|N|S|
5550|05/04/2013|No esta pensando en trabajar|||||||||||N|N|N|
2082|03/05/2013|Trabajó al menos una hora||||||Permanente|35 o más horas|Desarrollo Web|Obrero o empleado|Total|S|N|S|
4325|14/08/2013|Trabajó al menos una hora||||||Permanente|Mas de 20 y menos de 35 horas|Desarrollador|Obrero o empleado|Total|N|N|S|
2802|28/11/2013|No trabajó y no buscó trabajo en los últimos 30 días|||||||||||N|N|N|
3146|04/02/2014|Trabajó al menos una hora||||||Permanente|Mas de 20 y menos de 35 horas|Desarrollador Java|Obrero o empleado|Parcial|S|N|S|
4316|07/02/2014|No esta pensando en trabajar|||||||||||N|N|N|
4796|18/02/2014|No trabajó y no buscó trabajo en los últimos 30 días|||||||||||N|N|N|
5135|20/02/2014|No trabajó y no buscó trabajo en los últimos 30 días|||||||||||N|N|N|
4200|21/02/2014|No esta pensando en trabajar|||||||||||N|N|N|
5394|25/02/2014|No esta pensando en trabajar|||||||||||N|N|N|
2711|06/03/2014|No trabajó y no buscó trabajo en los últimos 30 días|||||||||||N|N|N|
4636|03/04/2014|No esta pensando en trabajar|||||||||||N|N|N|
4559|09/04/2014|No trabajó y no buscó trabajo en los últimos 30 días|||||||||||N|N|N|
5730|01/04/2014|Trabajó al menos una hora||||||Temporaria|Hasta 10 horas|Profesora de matemática|Obrero o empleado|Total|S|N|S|
5771|01/04/2014|No esta pensando en trabajar|||||||||||N|N|N|
5871|01/04/2014|Trabajó al menos una hora||||||Temporaria|Mas de 10 y hasta 20 horas|Profesora de Matemática|Obrero o empleado|Total|S|N|S|
1684|21/04/2014|No trabajó y no buscó trabajo en los últimos 30 días|||||||||||N|N|N|
5663|15/08/2014|No esta pensando en trabajar|||||||||||N|N|N|
3609|24/10/2014|Trabajó al menos una hora||||||Permanente|35 o más horas|Desarrollo software|Obrero o empleado|Total|N|N|S|
5319|30/10/2014|No esta pensando en trabajar|||||||||||N|N|N|
5676|02/02/2015|No esta pensando en trabajar|||||||||||N|N|N|
5313|03/02/2015|No esta pensando en trabajar|||||||||||N|N|N|
5771|03/02/2015|No esta pensando en trabajar|||||||||||N|N|N|
4316|06/02/2015|Trabajó al menos una hora||||||Permanente|35 o más horas|Desarrollador Java |Obrero o empleado|Total|S|N|S|
4625|10/02/2015|No esta pensando en trabajar|||||||||||N|N|N|
3994|10/02/2015|No esta pensando en trabajar|||||||||||N|N|N|
3340|10/02/2015|Trabajó al menos una hora||||||Temporaria|Hasta 10 horas|Ayudante alumno|Obrero o empleado|Parcial|S|N|S|
5128|15/02/2015|No esta pensando en trabajar|||||||||||N|N|N|
5852|16/02/2015|No esta pensando en trabajar|||||||||||N|N|N|
4076|18/02/2015|No esta pensando en trabajar|||||||||||N|N|N|
4832|22/02/2015|Trabajó al menos una hora||||||Permanente|Hasta 10 horas|profesor de salsa|Obrero o empleado|Sin relación|N|N|S|
5663|23/02/2015|No esta pensando en trabajar|||||||||||N|N|N|
3068|23/02/2015|Trabajó al menos una hora||||||Permanente|35 o más horas|Desarrollador|Cuenta propia|Total|N|N|S|
3868|24/02/2015|Trabajó al menos una hora||||||Permanente|35 o más horas|desarrollo de software y soporte tecnico|Obrero o empleado|Total|S|N|S|
5855|26/02/2015|No esta pensando en trabajar|||||||||||N|N|N|
3397|16/03/2015|Trabajó al menos una hora||||||Permanente|35 o más horas|desarrollo de software|Cuenta propia|Total|N|N|S|
1134|07/07/2015|Trabajó al menos una hora|||||||Hasta 10 horas|||Total||||
2779|07/07/2015|Trabajó al menos una hora|||||||Mas de 10 y hasta 20 horas|||Total|||1|
4316|15/10/2015|Trabajó al menos una hora||||||Permanente|35 o más horas|Desarrollador Java |Obrero o empleado|Total|S|N|S|
2588|21/01/2016|Trabajó al menos una hora||||||Temporaria|35 o más horas|Actividad Gastronomica|Obrero o empleado|Sin relación|N|N|S|
5394|08/02/2016|No esta pensando en trabajar|||||||||||N|N|N|
4200|18/02/2016|No esta pensando en trabajar|||||||||||N|N|N|
5535|23/02/2016|No trabajó y no buscó trabajo en los últimos 30 días|||||||||||N|N|N|
3848|01/03/2016|Trabajó al menos una hora||||||Permanente|35 o más horas|developer|Obrero o empleado|Total|S|N|S|
1285|01/03/2016|Trabajó al menos una hora||||||Temporaria|35 o más horas|Mantenimiento PC|Cuenta propia|Total|N|N|S|
3385|31/05/2016|Trabajó al menos una hora||||||Permanente|35 o más horas|Desarrollo de software|Cuenta propia|Total|S|N|S|
