nombre|carrera|plan|materia|periodo_dictado|nombre_materia|obligatoria|anio_de_cursada|
Licenciatura en Tecnología Ambiental|209|2006|3082||Cartografía y Teledetección|N||
Licenciatura en Tecnología Ambiental|209|2006|3083||Investigación Operativa|N||
Licenciatura en Tecnología Ambiental|209|2006|3084||Termodinámica y Máquinas Térmicas|N||
Licenciatura en Tecnología Ambiental|209|2006|3087|1° cuatrimestre|Polímeros y Biopolímeros|N|2|
Licenciatura en Tecnología Ambiental|209|2006|3089||Tratamientos de Aguas|N||
Licenciatura en Tecnología Ambiental|209|2006|3090||Tecnologías Alternativas|N||
Licenciatura en Tecnología Ambiental|209|2006|3091||Modelación de Sistemas Ambientales|N||
Licenciatura en Tecnología Ambiental|209|2006|3093||Seminario: Agroecología como Proceso de Desarrollo Sustentable|N||
Licenciatura en Tecnología Ambiental|209|2006|3094||Introducción a la Comunicación Pública de la Ciencia|N||
Licenciatura en Tecnología Ambiental|209|2006|3096||Termofísica RD 130/2021|N||
Licenciatura en Tecnología Ambiental|209|2006|3097|1° cuatrimestre|Termodinámica de los Diagramas de Fase|N|2|
Licenciatura en Tecnología Ambiental|209|2006|3098|1° cuatrimestre|Termofísica RCA 051/2022|N|2|
Licenciatura en Tecnología Ambiental|209|2006|3099||Sanidad Forestal|N||
Licenciatura en Tecnología Ambiental|209|2006|3100||Cambio Climático y su Efecto sobre el Ambiente|N||
Licenciatura en Tecnología Ambiental|209|2006|3101||Recursos Hídricos|N||
Licenciatura en Tecnología Ambiental|209|2006|3105||Optica y Fotofísica|N||
Licenciatura en Tecnología Ambiental|209|2006|3107||Física Experimental I|N||
Licenciatura en Tecnología Ambiental|209|2006|4081||Electrónica|N||
Licenciatura en Tecnología Ambiental|209|2006|4088||Sobre Complejidad y Matemática Elemental|N||
Licenciatura en Tecnología Ambiental|209|2006|9017|2° cuatrimestre|Optativa V Licenciatura en Tecnología Ambiental|S|5|
Licenciatura en Tecnología Ambiental|209|2006|9018|1º cuatrimestre|Optativa I Licenciatura en Tecnología Ambiental|S|2|
Licenciatura en Tecnología Ambiental|209|2006|9019|2º cuatrimestre|Optativa II Licenciatura en Tecnología Ambiental|S|2|
Licenciatura en Tecnología Ambiental|209|2006|9020|2º cuatrimestre|Optativa III Licenciatura en Tecnología Ambiental|S|3|
Licenciatura en Tecnología Ambiental|209|2006|9021|1º cuatrimestre|Optativa IV Licenciatura en Tecnología Ambiental|S|5|
Licenciatura en Tecnología Ambiental|209|2006b|0002|1° cuatrimestre|Análisis Matemático I|S|1|
Licenciatura en Tecnología Ambiental|209|2006b|0006|2° cuatrimestre|Geometría y Algebra Lineal|S|1|
Licenciatura en Tecnología Ambiental|209|2006b|0011|1° cuatrimestre|Análisis Matemático II|S|2|
Licenciatura en Tecnología Ambiental|209|2006b|0017|1° cuatrimestre|Inglés|S||
Licenciatura en Tecnología Ambiental|209|2006b|0045|2° cuatrimestre|Cálculo Numérico|S|2|
Licenciatura en Tecnología Ambiental|209|2006b|0060|2° cuatrimestre|Física Experimental I|N||
Licenciatura en Tecnología Ambiental|209|2006b|0062|1° cuatrimestre|Física Experimental II|N||
Licenciatura en Tecnología Ambiental|209|2006b|0064|2° cuatrimestre|Física Experimental III|N||
Licenciatura en Tecnología Ambiental|209|2006b|0065|1° cuatrimestre|Estructura de la Materia|N||
Licenciatura en Tecnología Ambiental|209|2006b|0068|2° cuatrimestre|Termofísica|N||
Licenciatura en Tecnología Ambiental|209|2006b|0080|2° cuatrimestre|Química Orgánica y Biológica|S|1|
Licenciatura en Tecnología Ambiental|209|2006b|0082|2° cuatrimestre|Fundamentos de Ecología|S|2|
Licenciatura en Tecnología Ambiental|209|2006b|0091|1° cuatrimestre|Introducción a la Informática|S|1|
Licenciatura en Tecnología Ambiental|209|2006b|0092|2° cuatrimestre|Química Ambiental|S|2|
Licenciatura en Tecnología Ambiental|209|2006b|0093|1° cuatrimestre|Mecánica de Fluidos|S|3|
Licenciatura en Tecnología Ambiental|209|2006b|0100|2° cuatrimestre|Residuos Sólidos|S|3|
Licenciatura en Tecnología Ambiental|209|2006b|0101|2° cuatrimestre|Optica y Fotofísica|N||
Licenciatura en Tecnología Ambiental|209|2006b|0102|2° cuatrimestre|Fluidodinámica Ambiental|S|4|
Licenciatura en Tecnología Ambiental|209|2006b|0104|1° cuatrimestre|Economía Ambiental|S|3|
Licenciatura en Tecnología Ambiental|209|2006b|0151|1° cuatrimestre|Química General e Inorgánica|S|1|
Licenciatura en Tecnología Ambiental|209|2006b|0168|1° cuatrimestre|Tecnología, Ambiente y Sociedad|S|1|
Licenciatura en Tecnología Ambiental|209|2006b|0169|2° cuatrimestre|Física General I|S|1|
Licenciatura en Tecnología Ambiental|209|2006b|0170|1° cuatrimestre|Física General II|S|2|
Licenciatura en Tecnología Ambiental|209|2006b|0171|1° cuatrimestre|Biología|S|2|
Licenciatura en Tecnología Ambiental|209|2006b|0172|1° cuatrimestre|Ciencias de la Tierra I|S|3|
Licenciatura en Tecnología Ambiental|209|2006b|0173|1° cuatrimestre|Legislación Ambiental|S|3|
Licenciatura en Tecnología Ambiental|209|2006b|0174|1° cuatrimestre|Contaminación Atmosférica|S|4|
Licenciatura en Tecnología Ambiental|209|2006b|0175|1° cuatrimestre|Contaminación en Agua|S|4|
Licenciatura en Tecnología Ambiental|209|2006b|0176|1° cuatrimestre|Formulación y Evaluación de Proyectos|S|4|
Licenciatura en Tecnología Ambiental|209|2006b|0177|2° cuatrimestre|Ciencias de la Tierra II|S|4|
Licenciatura en Tecnología Ambiental|209|2006b|0178|2° cuatrimestre|Radiación|S|4|
Licenciatura en Tecnología Ambiental|209|2006b|0179|1° cuatrimestre|Tratamiento de Efluentes Gaseosos|S|5|
Licenciatura en Tecnología Ambiental|209|2006b|0180|1° cuatrimestre|Tratamiento de Efluentes Líquidos|S|5|
Licenciatura en Tecnología Ambiental|209|2006b|0181|1° cuatrimestre|Tratamiento de Residuos Sólidos|S|5|
Licenciatura en Tecnología Ambiental|209|2006b|0182|2° cuatrimestre|Evaluación de Impacto Ambiental|S|5|
Licenciatura en Tecnología Ambiental|209|2006b|0209|2° cuatrimestre|Práctica Profesional Supervisada|S|5|
Licenciatura en Tecnología Ambiental|209|2006b|0210|2° cuatrimestre|Proyecto Final|S|5|
Licenciatura en Tecnología Ambiental|209|2006b|0237|2° cuatrimestre|Probabilidades y Estadística|S|3|
Licenciatura en Tecnología Ambiental|209|2006b|0239||Prueba de Aptitud de Ingles|N||
Licenciatura en Tecnología Ambiental|209|2006b|2002||Optativa Genérica Tecnología Ambiental|N||
Licenciatura en Tecnología Ambiental|209|2006b|3004|1° cuatrimestre|Física Nuclear|N||
Licenciatura en Tecnología Ambiental|209|2006b|3011||Introducción a las Ondas en los Medios Continuos|N||
Licenciatura en Tecnología Ambiental|209|2006b|3018|2° cuatrimestre|Fluidodinámica Experimental|N||
Licenciatura en Tecnología Ambiental|209|2006b|3021|1° cuatrimestre|Ensayos Ecotoxicológicos|N||
Licenciatura en Tecnología Ambiental|209|2006b|3038|1° cuatrimestre|Teoría Cuántica de la Física del Estado Sólido|N||
Licenciatura en Tecnología Ambiental|209|2006b|3042|2° cuatrimestre|Técnicas Espectroscópicas Aplicadas. Análisis de Contaminantes|N||
Licenciatura en Tecnología Ambiental|209|2006b|3044|2° cuatrimestre|Medios de Representación|N|2|
Licenciatura en Tecnología Ambiental|209|2006b|3048|1° cuatrimestre|Termodinámica de los Diagramas de Fase|N||
Licenciatura en Tecnología Ambiental|209|2006b|3050|2° cuatrimestre|Variabilidad Climática y Gases Efecto Invernadero|N||
Licenciatura en Tecnología Ambiental|209|2006b|3054|2° cuatrimestre|Sensores Remotos|N||
Licenciatura en Tecnología Ambiental|209|2006b|3055|1° cuatrimestre|Ecología Animal|N||
Licenciatura en Tecnología Ambiental|209|2006b|3057|2° cuatrimestre|Introducción a las Ciencias Experimentales|N||
Licenciatura en Tecnología Ambiental|209|2006b|3058|2° cuatrimestre|Fuentes Alternativas de Energía|N||
Licenciatura en Tecnología Ambiental|209|2006b|3059|2° cuatrimestre|Gestión Ambiental de Sistemas Rurales|N||
Licenciatura en Tecnología Ambiental|209|2006b|3060|2° cuatrimestre|Gestión Ambiental de la Empresa|N||
Licenciatura en Tecnología Ambiental|209|2006b|3061|2° cuatrimestre|Materia Prima Agroindustrial|N||
Licenciatura en Tecnología Ambiental|209|2006b|3062|2° cuatrimestre|Seguridad e Higiene Industrial|N||
Licenciatura en Tecnología Ambiental|209|2006b|3063|2° cuatrimestre|Microbiología General|N||
Licenciatura en Tecnología Ambiental|209|2006b|3064|2° cuatrimestre|Marcos Naturales y Problemas Ambientales de la Argentina|N||
Licenciatura en Tecnología Ambiental|209|2006b|3065|2° cuatrimestre|Gestión  Ambiental de Sistemas Rurales |N||
Licenciatura en Tecnología Ambiental|209|2006b|3066|2° cuatrimestre|Fuentes de Energía Renovables y Mitigación del Cambio Climático |N||
Licenciatura en Tecnología Ambiental|209|2006b|3067|1° cuatrimestre|Proyectos Experimentales Sencillos|N||
Licenciatura en Tecnología Ambiental|209|2006b|3075|1° cuatrimestre|Modelación Numérica de Areas Estuarinas|N||
Licenciatura en Tecnología Ambiental|209|2006b|3076|1° cuatrimestre|Paleoclima, Paleoambiente y Magnetismo|N|2|
Licenciatura en Tecnología Ambiental|209|2006b|3078|2° cuatrimestre|Métodos y Aplicaciones a Estudios Ambientales|N||
Licenciatura en Tecnología Ambiental|209|2006b|3079||Sistemas de Información Geográfica|N||
Licenciatura en Tecnología Ambiental|209|2006b|3080|1° cuatrimestre|Recursos Biológicos|N||
Licenciatura en Tecnología Ambiental|209|2006b|3081||Ordenación Ambiental del Territorio|N||
Licenciatura en Tecnología Ambiental|209|2006b|3082||Cartografía y Teledetección|N||
Licenciatura en Tecnología Ambiental|209|2006b|3083||Investigación Operativa|N||
Licenciatura en Tecnología Ambiental|209|2006b|3084||Termodinámica y Máquinas Térmicas|N||
Licenciatura en Tecnología Ambiental|209|2006b|3087|1° cuatrimestre|Polímeros y Biopolímeros|N|2|
Licenciatura en Tecnología Ambiental|209|2006b|3089||Tratamientos de Aguas|N||
Licenciatura en Tecnología Ambiental|209|2006b|3090||Tecnologías Alternativas|N||
Licenciatura en Tecnología Ambiental|209|2006b|3091||Modelación de Sistemas Ambientales|N||
Licenciatura en Tecnología Ambiental|209|2006b|3093||Seminario: Agroecología como Proceso de Desarrollo Sustentable|N||
Licenciatura en Tecnología Ambiental|209|2006b|3094|1° cuatrimestre|Introducción a la Comunicación Pública de la Ciencia|N|2|
Licenciatura en Tecnología Ambiental|209|2006b|3096|2° cuatrimestre|Termofísica RD 130/2021|N|3|
Licenciatura en Tecnología Ambiental|209|2006b|3097|2° cuatrimestre|Termodinámica de los Diagramas de Fase|N|2|
Licenciatura en Tecnología Ambiental|209|2006b|3098|2° cuatrimestre|Termofísica RCA 051/2022|N|2|
Licenciatura en Tecnología Ambiental|209|2006b|3099||Sanidad Forestal|N||
Licenciatura en Tecnología Ambiental|209|2006b|3100||Cambio Climático y su Efecto sobre el Ambiente|N||
Licenciatura en Tecnología Ambiental|209|2006b|3101||Recursos Hídricos|N||
Licenciatura en Tecnología Ambiental|209|2006b|3105|2º cuatrimestre|Optica y Fotofísica|N|2|
Licenciatura en Tecnología Ambiental|209|2006b|3107|2º cuatrimestre|Física Experimental I|N|2|
Licenciatura en Tecnología Ambiental|209|2006b|4081|1° cuatrimestre|Electrónica|N||
Licenciatura en Tecnología Ambiental|209|2006b|4088|1° cuatrimestre|Sobre Complejidad y Matemática Elemental|N||
Licenciatura en Tecnología Ambiental|209|2006b|9017|2° cuatrimestre|Optativa V Licenciatura en Tecnología Ambiental|S|5|
Licenciatura en Tecnología Ambiental|209|2006b|9018|1° cuatrimestre|Optativa I Licenciatura en Tecnología Ambiental|S|2|
Licenciatura en Tecnología Ambiental|209|2006b|9019|2° cuatrimestre|Optativa II Licenciatura en Tecnología Ambiental|S|2|
Licenciatura en Tecnología Ambiental|209|2006b|9020|2° cuatrimestre|Optativa III Licenciatura en Tecnología Ambiental|S|3|
Licenciatura en Tecnología Ambiental|209|2006b|9021|1° cuatrimestre|Optativa IV Licenciatura en Tecnología Ambiental|S|5|
Profesorado de Física|203|1999|0006|2º cuatrimestre|Geometría y Algebra Lineal|S|1|
Profesorado de Física|203|1999|0017|1° cuatrimestre|Inglés|S|2|
Profesorado de Física|203|1999|0034|1º cuatrimestre|Introducción a la Enseñanza de las Ciencias|S|2|
Profesorado de Física|203|1999|0039|2º cuatrimestre|Psicología y Aprendizaje|S|2|
Profesorado de Física|203|1999|0042|1º cuatrimestre|Historía y Epistemología de las Ciencias I|S|3|
Profesorado de Física|203|1999|0045|2º cuatrimestre|Cálculo Numérico|S|2|
Profesorado de Física|203|1999|0050|2º cuatrimestre|Práctica Docente I|S|3|
Profesorado de Física|203|1999|0053|2º cuatrimestre|Práctica Docente II|S|4|
Profesorado de Física|203|1999|0058|1º cuatrimestre|Física I|S|1|
Profesorado de Física|203|1999|0059|2º cuatrimestre|Física II|S|1|
Profesorado de Física|203|1999|0060|2º cuatrimestre|Física Experimental I|S|1|
Profesorado de Física|203|1999|0061|1º cuatrimestre|Física III|S|2|
Profesorado de Física|203|1999|0062|1º cuatrimestre|Física Experimental II|S|4|
Profesorado de Física|203|1999|0063|2º cuatrimestre|Física IV|S|2|
Profesorado de Física|203|1999|0065|1º cuatrimestre|Estructura de la Materia|S|3|
Profesorado de Física|203|1999|0066|1º cuatrimestre|Mecánica|S|4|
Profesorado de Física|203|1999|0067|1º cuatrimestre|Variable Compleja|S|4|
Profesorado de Física|203|1999|0068|1º cuatrimestre|Termofísica|S|3|
Profesorado de Física|203|1999|0077|1º cuatrimestre|Cálculo Infinitesimal I|S|1|
Profesorado de Física|203|1999|0078|1º cuatrimestre|Química I|S|1|
Profesorado de Física|203|1999|0079|1º cuatrimestre|Introducción a la Problemática Ambiental y a la Ecología|S|1|
Profesorado de Física|203|1999|0080|2º cuatrimestre|Química Orgánica y Biológica|S|1|
Profesorado de Física|203|1999|0081|1º cuatrimestre|Cálculo Infinitesimal II|S|2|
Profesorado de Física|203|1999|0082|2º cuatrimestre|Fundamentos de Ecología|S|3|
Profesorado de Física|203|1999|0083|2º cuatrimestre|Introducción a las Ciencias Biológicas|S|2|
Profesorado de Física|203|1999|0084|1º cuatrimestre|Didáctica de las Ciencias Naturales|S|3|
Profesorado de Física|203|1999|0085|2º cuatrimestre|Estadística y Análisis de Datos|S|3|
Profesorado de Física|203|1999|0086|1º cuatrimestre|Didáctica de la Física|S|4|
Profesorado de Física|203|1999|0087|2º cuatrimestre|Seminario de Enseñanza de la Física|S|4|
Profesorado de Física|203|1999|0088|2º cuatrimestre|Tópicos de Física Contemporánea|S|4|
Profesorado de Física|203|2006|0002|1° cuatrimestre|Análisis Matemático I|S|1|
Profesorado de Física|203|2006|0011|1° cuatrimestre|Análisis Matemático II|S|2|
Profesorado de Física|203|2006|0034|1° cuatrimestre|Introducción a la Enseñanza de las Ciencias|S|2|
Profesorado de Física|203|2006|0039|2° cuatrimestre|Psicología y Aprendizaje|S|2|
Profesorado de Física|203|2006|0040|2° cuatrimestre|Inglés I|S|1|
Profesorado de Física|203|2006|0041|1° cuatrimestre|Inglés II|S|2|
Profesorado de Física|203|2006|0042|1° cuatrimestre|Historía y Epistemología de las Ciencias I|S|3|
Profesorado de Física|203|2006|0045|2° cuatrimestre|Cálculo Numérico|S|3|
Profesorado de Física|203|2006|0050|2° cuatrimestre|Práctica Docente I|S|3|
Profesorado de Física|203|2006|0053|2° cuatrimestre|Práctica Docente II|S|4|
Profesorado de Física|203|2006|0058|1° cuatrimestre|Física I|S|1|
Profesorado de Física|203|2006|0059|2° cuatrimestre|Física II|S|1|
Profesorado de Física|203|2006|0061|1° cuatrimestre|Física III|S|2|
Profesorado de Física|203|2006|0063|2° cuatrimestre|Física IV|S|2|
Profesorado de Física|203|2006|0065|1° cuatrimestre|Estructura de la Materia|S|3|
Profesorado de Física|203|2006|0066|1° cuatrimestre|Mecánica|S|4|
Profesorado de Física|203|2006|0067|1° cuatrimestre|Variable Compleja|S|4|
Profesorado de Física|203|2006|0068|2° cuatrimestre|Termofísica|S|3|
Profesorado de Física|203|2006|0079|1° cuatrimestre|Introducción a la Problemática Ambiental y a la Ecología|S|1|
Profesorado de Física|203|2006|0080|2° cuatrimestre|Química Orgánica y Biológica|S|1|
Profesorado de Física|203|2006|0083|2° cuatrimestre|Introducción a las Ciencias Biológicas|S|2|
Profesorado de Física|203|2006|0084|1° cuatrimestre|Didáctica de las Ciencias Naturales|S|3|
Profesorado de Física|203|2006|0085|1° cuatrimestre|Estadística y Análisis de Datos|S|3|
Profesorado de Física|203|2006|0086|1° cuatrimestre|Didáctica de la Física|S|4|
Profesorado de Física|203|2006|0087|2° cuatrimestre|Seminario de Enseñanza de la Física|S|4|
Profesorado de Física|203|2006|0088|2° cuatrimestre|Tópicos de Física Contemporánea|S|4|
Profesorado de Física|203|2006|0125|2° cuatrimestre|Algebra Lineal|S|1|
Profesorado de Física|203|2006|0134|1° cuatrimestre|Informática Educativa I|S|2|
Profesorado de Física|203|2006|0135|2° cuatrimestre|Informática Educativa II|S|3|
Profesorado de Física|203|2006|0150|2° cuatrimestre|Trabajos de Laboratorio I|S|1|
Profesorado de Física|203|2006|0151|1° cuatrimestre|Química General e Inorgánica|S|1|
Profesorado de Física|203|2009|0002|1° cuatrimestre|Análisis Matemático I|S|1|
Profesorado de Física|203|2009|0011|1° cuatrimestre|Análisis Matemático II|S|2|
Profesorado de Física|203|2009|0017|1° cuatrimestre|Inglés|S|2|
Profesorado de Física|203|2009|0034|1° cuatrimestre|Introducción a la Enseñanza de las Ciencias|S|1|
Profesorado de Física|203|2009|0039|2° cuatrimestre|Psicología y Aprendizaje|S|2|
Profesorado de Física|203|2009|0042|1° cuatrimestre|Historía y Epistemología de las Ciencias I|S|4|
Profesorado de Física|203|2009|0050|2° cuatrimestre|Práctica Docente I|S|3|
Profesorado de Física|203|2009|0052|2° cuatrimestre|Historía y Epistemología de las Ciencias II|S|4|
Profesorado de Física|203|2009|0053|2° cuatrimestre|Práctica Docente II|S|4|
Profesorado de Física|203|2009|0058|1° cuatrimestre|Física I|S|1|
Profesorado de Física|203|2009|0059|2° cuatrimestre|Física II|S|1|
Profesorado de Física|203|2009|0060|2° cuatrimestre|Física Experimental I|S|1|
Profesorado de Física|203|2009|0061|1° cuatrimestre|Física III|S|2|
Profesorado de Física|203|2009|0063|2° cuatrimestre|Física IV|S|2|
Profesorado de Física|203|2009|0065|1° cuatrimestre|Estructura de la Materia|S|4|
Profesorado de Física|203|2009|0066|1° cuatrimestre|Mecánica|S|3|
Profesorado de Física|203|2009|0068|2° cuatrimestre|Termofísica|S|3|
Profesorado de Física|203|2009|0125|2° cuatrimestre|Algebra Lineal|S|1|
Profesorado de Física|203|2009|0134|1° cuatrimestre|Informática Educativa I|S|3|
Profesorado de Física|203|2009|0135|2° cuatrimestre|Informática Educativa II|S|3|
Profesorado de Física|203|2009|0145|1° cuatrimestre|Algebra I|S|1|
Profesorado de Física|203|2009|0151|1° cuatrimestre|Química General e Inorgánica|S|2|
Profesorado de Física|203|2009|0183|2° cuatrimestre|Seminario de Enseñanza de la Física I|S|2|
Profesorado de Física|203|2009|0184|1° cuatrimestre|Tópicos de Física Contemporánea y su enseñanza|S|4|
Profesorado de Física|203|2009|0185|2° cuatrimestre|Seminario de Enseñanza de la Física II|S|4|
Profesorado de Física|203|2009|0186|1° cuatrimestre|Didáctica de la Física I|S|3|
Profesorado de Física|203|2009|0187|2° cuatrimestre|Didáctica de la Física II|S|3|
Profesorado de Física|203|2009|0196|2° cuatrimestre|Práctica Docente I|S|3|
Profesorado de Física|203|2009|0197|2° cuatrimestre|Práctica Docente II|S|4|
Profesorado de Física|203|2009|0239||Prueba de Aptitud de Ingles|N||
Profesorado de Matemática|201|1999|0002|1º cuatrimestre|Análisis Matemático I|S|1|
Profesorado de Matemática|201|1999|0003|1º cuatrimestre|Algebra I|S|1|
Profesorado de Matemática|201|1999|0006|2º cuatrimestre|Geometría y Algebra Lineal|S|1|
Profesorado de Matemática|201|1999|0011|1º cuatrimestre|Análisis Matemático II|S|2|
Profesorado de Matemática|201|1999|0015|2º cuatrimestre|Probabilidades y Estadística|S|2|
Profesorado de Matemática|201|1999|0034|1º cuatrimestre|Introducción a la Enseñanza de las Ciencias|S|1|
Profesorado de Matemática|201|1999|0035|2º cuatrimestre|Algebra II|S|1|
Profesorado de Matemática|201|1999|0036|1º cuatrimestre|Algebra III|S|2|
Profesorado de Matemática|201|1999|0037|1º cuatrimestre|Informática Orientada al Usuario|S|2|
Profesorado de Matemática|201|1999|0038|2º cuatrimestre|Ecuaciones Diferenciales|S|2|
Profesorado de Matemática|201|1999|0039|2º cuatrimestre|Psicología y Aprendizaje|S|2|
Profesorado de Matemática|201|1999|0040|2º cuatrimestre|Inglés I|S|1|
Profesorado de Matemática|201|1999|0041|1º cuatrimestre|Inglés II|S|2|
Profesorado de Matemática|201|1999|0042|1º cuatrimestre|Historía y Epistemología de las Ciencias I|S|3|
Profesorado de Matemática|201|1999|0043|1º cuatrimestre|Didáctica de la Matemática I|S|3|
Profesorado de Matemática|201|1999|0044|1º cuatrimestre|Análisis Matemático III|S|3|
Profesorado de Matemática|201|1999|0045|2º cuatrimestre|Cálculo Numérico|S|3|
Profesorado de Matemática|201|1999|0046|2º cuatrimestre|Tópicos de Análisis|S|3|
Profesorado de Matemática|201|1999|0047|2º cuatrimestre|Didáctica de la Matemática II|S|3|
Profesorado de Matemática|201|1999|0048|2º cuatrimestre|Informática Educativa|S|3|
Profesorado de Matemática|201|1999|0049|1º cuatrimestre|Topología|S|4|
Profesorado de Matemática|201|1999|0050|1º cuatrimestre|Práctica Docente I|S|4|
Profesorado de Matemática|201|1999|0051|2º cuatrimestre|Seminario de Enseñanza de la Matemática|S|4|
Profesorado de Matemática|201|1999|0052|2º cuatrimestre|Historía y Epistemología de las Ciencias II|S|4|
Profesorado de Matemática|201|1999|0053|2º cuatrimestre|Práctica Docente II|S|4|
Profesorado de Matemática|201|2004|0002|1° cuatrimestre|Análisis Matemático I|S|1|
Profesorado de Matemática|201|2004|0011|1° cuatrimestre|Análisis Matemático II|S|2|
Profesorado de Matemática|201|2004|0015|2° cuatrimestre|Probabilidades y Estadística|S|2|
Profesorado de Matemática|201|2004|0034|1° cuatrimestre|Introducción a la Enseñanza de las Ciencias|S|1|
Profesorado de Matemática|201|2004|0039|2° cuatrimestre|Psicología y Aprendizaje|S|2|
Profesorado de Matemática|201|2004|0040|2° cuatrimestre|Inglés I|S|1|
Profesorado de Matemática|201|2004|0041|1° cuatrimestre|Inglés II|S|3|
Profesorado de Matemática|201|2004|0042|1° cuatrimestre|Historía y Epistemología de las Ciencias I|S|3|
Profesorado de Matemática|201|2004|0043|1° cuatrimestre|Didáctica de la Matemática I|S|3|
Profesorado de Matemática|201|2004|0044|1° cuatrimestre|Análisis Matemático III|S|3|
Profesorado de Matemática|201|2004|0047|2° cuatrimestre|Didáctica de la Matemática II|S|3|
Profesorado de Matemática|201|2004|0050|1° cuatrimestre|Práctica Docente I|S|4|
Profesorado de Matemática|201|2004|0052|2° cuatrimestre|Historía y Epistemología de las Ciencias II|S|4|
Profesorado de Matemática|201|2004|0053|2° cuatrimestre|Práctica Docente II|S|4|
Profesorado de Matemática|201|2004|0125|2° cuatrimestre|Algebra Lineal|S|1|
Profesorado de Matemática|201|2004|0127|2° cuatrimestre|Matemática Discreta|S|1|
Profesorado de Matemática|201|2004|0128|1° cuatrimestre|Complementos de Análisis|S|2|
Profesorado de Matemática|201|2004|0130|1° cuatrimestre|Ecuaciones Diferenciales I|S|4|
Profesorado de Matemática|201|2004|0134|1° cuatrimestre|Informática Educativa I|S|2|
Profesorado de Matemática|201|2004|0135|2° cuatrimestre|Informática Educativa II|S|3|
Profesorado de Matemática|201|2004|0136|2° cuatrimestre|Geometría con regla y compás|S|2|
Profesorado de Matemática|201|2004|0137|1° cuatrimestre|Problemas en Educación Matemática|S|4|
Profesorado de Matemática|201|2004|0145|1° cuatrimestre|Algebra I|S|1|
Profesorado de Matemática|201|2004|0146|2° cuatrimestre|Topología I|S|4|
Profesorado de Matemática|201|2004|0147|2° cuatrimestre|Algebra III|S|3|
Profesorado de Matemática|201|2004|0149|2° cuatrimestre|Algebra II|S|2|
Profesorado de Matemática|201|2004|4023|1° cuatrimestre|Elementos de Lógica y Teoría de Conjuntos|S|2|
Profesorado de Matemática|201|2004b|0002|1° cuatrimestre|Análisis Matemático I|S|1|
Profesorado de Matemática|201|2004b|0011|1° cuatrimestre|Análisis Matemático II|S|2|
Profesorado de Matemática|201|2004b|0034|1° cuatrimestre|Introducción a la Enseñanza de las Ciencias|S|1|
Profesorado de Matemática|201|2004b|0039|2° cuatrimestre|Psicología y Aprendizaje|S|2|
Profesorado de Matemática|201|2004b|0040|2° cuatrimestre|Inglés I|S|1|
Profesorado de Matemática|201|2004b|0041|1° cuatrimestre|Inglés II|S|3|
Profesorado de Matemática|201|2004b|0042|1° cuatrimestre|Historía y Epistemología de las Ciencias I|S|3|
Profesorado de Matemática|201|2004b|0043|1° cuatrimestre|Didáctica de la Matemática I|S|3|
Profesorado de Matemática|201|2004b|0044|1° cuatrimestre|Análisis Matemático III|S|3|
Profesorado de Matemática|201|2004b|0047|2° cuatrimestre|Didáctica de la Matemática II|S|3|
Profesorado de Matemática|201|2004b|0050|1° cuatrimestre|Práctica Docente I|S|4|
Profesorado de Matemática|201|2004b|0052|2° cuatrimestre|Historía y Epistemología de las Ciencias II|S|4|
Profesorado de Matemática|201|2004b|0053|2° cuatrimestre|Práctica Docente II|S|4|
Profesorado de Matemática|201|2004b|0125|2° cuatrimestre|Algebra Lineal|S|1|
Profesorado de Matemática|201|2004b|0127|2° cuatrimestre|Matemática Discreta|S|1|
Profesorado de Matemática|201|2004b|0128|1° cuatrimestre|Complementos de Análisis|S|2|
Profesorado de Matemática|201|2004b|0130|1° cuatrimestre|Ecuaciones Diferenciales I|S|4|
Profesorado de Matemática|201|2004b|0134|1° cuatrimestre|Informática Educativa I|S|2|
Profesorado de Matemática|201|2004b|0135|2° cuatrimestre|Informática Educativa II|S|3|
Profesorado de Matemática|201|2004b|0136|2° cuatrimestre|Geometría con regla y compás|S|2|
Profesorado de Matemática|201|2004b|0137|1° cuatrimestre|Problemas en Educación Matemática|S|4|
Profesorado de Matemática|201|2004b|0145|1° cuatrimestre|Algebra I|S|1|
Profesorado de Matemática|201|2004b|0146|2° cuatrimestre|Topología I|S|4|
Profesorado de Matemática|201|2004b|0147|2° cuatrimestre|Algebra III|S|3|
Profesorado de Matemática|201|2004b|0149|2° cuatrimestre|Algebra II|S|2|
Profesorado de Matemática|201|2004b|0237|2° cuatrimestre|Probabilidades y Estadística|S|2|
Profesorado de Matemática|201|2004b|4023|1° cuatrimestre|Elementos de Lógica y Teoría de Conjuntos|S|2|
Profesorado en Informática|208|1997|0034|1º cuatrimestre|Introducción a la Enseñanza de las Ciencias|S|1|
Profesorado en Informática|208|1997|0037|1º cuatrimestre|Informática Orientada al Usuario|S|1|
Profesorado en Informática|208|1997|0039|2º cuatrimestre|Psicología y Aprendizaje|S|1|
Profesorado en Informática|208|1997|0042|1º cuatrimestre|Historía y Epistemología de las Ciencias I|S|1|
Profesorado en Informática|208|1997|0048|2º cuatrimestre|Informática Educativa|S|1|
Profesorado en Informática|208|1997|0052|2º cuatrimestre|Historía y Epistemología de las Ciencias II|S|1|
Profesorado en Informática|208|1997|0109|1º cuatrimestre|Didáctica de la Informática I|S|1|
