nombre|carrera|plan|materia|periodo_dictado|nombre_materia|obligatoria|anio_de_cursada|
Diplomatura Universitaria "Diseño de Experiencias Digitales"|214|2017|0222||Accesibilidad WEB|S||
Diplomatura Universitaria "Diseño de Experiencias Digitales"|214|2017|0227||Usabilidad y Experiencia Digital|S||
Diplomatura Universitaria "Diseño de Experiencias Digitales"|214|2017|0231||Tecnologías WEB|S||
Diplomatura Universitaria "Diseño de Experiencias Digitales"|214|2017|0232||Ergonomía|S||
Diplomatura Universitaria "Diseño de Experiencias Digitales"|214|2017|0233||Fundamentos de Psicología Cognitiva Aplicadas a TIC´s|S||
Diplomatura Universitaria "Diseño de Experiencias Digitales"|214|2017|0234||Arquitectura de la Información|S||
Diplomatura Universitaria "Diseño de Experiencias Digitales"|214|2017|0235||Heurística y Test de Usuarios|S||
Diplomatura Universitaria "Diseño de Experiencias Digitales"|214|2017|0236||Gestión de Proyectos de Diseño|S||
Diplomatura Universitaria en Gestión y Administración de Redes|215|2018|1277|1° cuatrimestre|Diseño de Redes Hogareñas|S||
Diplomatura Universitaria en Gestión y Administración de Redes|215|2018|1278|1° cuatrimestre|Plataforma de Hardware|S||
Diplomatura Universitaria en Gestión y Administración de Redes|215|2018|1279|1° cuatrimestre|Taller de Linux y Diagnóstico de Hardware|S||
Diplomatura Universitaria en Gestión y Administración de Redes|215|2018|1280|2° cuatrimestre|Diseño de Redes de Oficina|S||
Diplomatura Universitaria en Gestión y Administración de Redes|215|2018|1281|2° cuatrimestre|Plataforma de Operación|S||
Diplomatura Universitaria en Gestión y Administración de Redes|215|2018|1282|1° cuatrimestre|Diseño de Redes Corporativas|S||
Diplomatura Universitaria en Gestión y Administración de Redes|215|2018|1283|1° cuatrimestre|Plataforma de Virtualización|S||
Ingeniería de Sistemas|206|1988|0040||Inglés I|S|1|
Ingeniería de Sistemas|206|1988|0041||Inglés II|S|3|
Ingeniería de Sistemas|206|1988|0205||Proyecto Final|S|5|
Ingeniería de Sistemas|206|1988|0500||Análisis Matemático I|S|1|
Ingeniería de Sistemas|206|1988|0501||Física I y Trabajos de Laboratorio|S|1|
Ingeniería de Sistemas|206|1988|0502||Computación I|S|1|
Ingeniería de Sistemas|206|1988|0503|1º cuatrimestre|Lógica|S|1|
Ingeniería de Sistemas|206|1988|0504||Análisis Matemático II|S|2|
Ingeniería de Sistemas|206|1988|0505||Física II y Trabajos de Laboratorio|S|2|
Ingeniería de Sistemas|206|1988|0506||Computación II|S|2|
Ingeniería de Sistemas|206|1988|0507|1º cuatrimestre|Probabilidades y Estadística I|S|2|
Ingeniería de Sistemas|206|1988|0508|2º cuatrimestre|Análisis de Sistemas I|S|2|
Ingeniería de Sistemas|206|1988|0509||Computación III|S|3|
Ingeniería de Sistemas|206|1988|0510||Arquitectura y Programación del Procesador|S|3|
Ingeniería de Sistemas|206|1988|0511||Diseño de Sistemas|S|3|
Ingeniería de Sistemas|206|1988|0512||Estructura de Datos|S|3|
Ingeniería de Sistemas|206|1988|0513|1º cuatrimestre|Lenguajes de Programación|S|3|
Ingeniería de Sistemas|206|1988|0514|1º cuatrimestre|Análisis de Sistemas II|S|3|
Ingeniería de Sistemas|206|1988|0515|2º cuatrimestre|Teoría de la Computación|S|3|
Ingeniería de Sistemas|206|1988|0516|2º cuatrimestre|Probabilidades y Estadísticas II|S|3|
Ingeniería de Sistemas|206|1988|0517||Comunicación de Datos|S|4|
Ingeniería de Sistemas|206|1988|0518||Investigación Operativa|S|4|
Ingeniería de Sistemas|206|1988|0519|2º cuatrimestre|Bases de Datos|S|4|
Ingeniería de Sistemas|206|1988|0520||Introducción al Trabajo Final|S|4|
Ingeniería de Sistemas|206|1988|0521||Micro y Macro Economía|S|4|
Ingeniería de Sistemas|206|1988|0522|1º cuatrimestre|Diseño y Arquitectura de Computadoras|S|4|
Ingeniería de Sistemas|206|1988|0523||Fundamentos y Realización de Compiladores|S|4|
Ingeniería de Sistemas|206|1988|0524||Dirección General y Administración|S|4|
Ingeniería de Sistemas|206|1988|0525|1º cuatrimestre|Introducción a los Sistemas Operativos|S|4|
Ingeniería de Sistemas|206|1988|0526||Sistemas Operativos|S|4|
Ingeniería de Sistemas|206|1988|0527||Control Automático|S|5|
Ingeniería de Sistemas|206|1988|0528||Modelos y Simulación Discreta|S|5|
Ingeniería de Sistemas|206|1988|0529||Ingeniería Legal y Laboral|S|5|
Ingeniería de Sistemas|206|1988|0530|2º cuatrimestre|Algebra I|S|1|
Ingeniería de Sistemas|206|1988|0531||Algebra II|S|2|
Ingeniería de Sistemas|206|1988|0532|2º cuatrimestre|Teoría de la Información|S|4|
Ingeniería de Sistemas|206|1988|0533|1º cuatrimestre|Procesos Estocásticos|S|4|
Ingeniería de Sistemas|206|1988|9012|1º cuatrimestre|Optativa I Sistemas ´88 (orient.Sist.Inf.)|S|5|
Ingeniería de Sistemas|206|1988|9013|1º cuatrimestre|Optativa II Sistemas ´88 (orient.Sist.Inf.)|S|5|
Ingeniería de Sistemas|206|1988|9014|1º cuatrimestre|Optativa I Sistemas ´88 (orient.Cs.Comp.)|S|5|
Ingeniería de Sistemas|206|1988|9015|1º cuatrimestre|Optativa II Sistemas ´88 (orient.Cs.Comp.)|S|5|
Ingeniería de Sistemas|206|1988|9016|2º cuatrimestre|Optativa III Sistemas ´88 (orient.Cs.Comp.)|S|5|
Ingeniería de Sistemas|206|1995|0001|1° cuatrimestre|Introducción a la Programación I|S|1|
Ingeniería de Sistemas|206|1995|0002|1° cuatrimestre|Análisis Matemático I|S|1|
Ingeniería de Sistemas|206|1995|0004|2° cuatrimestre|Ciencias de la Computación I|S|1|
Ingeniería de Sistemas|206|1995|0005|2° cuatrimestre|Introducción a la Programación II|S|1|
Ingeniería de Sistemas|206|1995|0007|2° cuatrimestre|Física General|S|1|
Ingeniería de Sistemas|206|1995|0008|1° cuatrimestre|Ciencias de la Computación II|S|2|
Ingeniería de Sistemas|206|1995|0009|1° cuatrimestre|Análisis y Diseño de Algoritmos I|S|2|
Ingeniería de Sistemas|206|1995|0010|1° cuatrimestre|Introducción a la Arquitectura de Sistemas|S|2|
Ingeniería de Sistemas|206|1995|0011|1° cuatrimestre|Análisis Matemático II|S|2|
Ingeniería de Sistemas|206|1995|0012|1° cuatrimestre|Electricidad y Magnetismo|S|2|
Ingeniería de Sistemas|206|1995|0013|2° cuatrimestre|Análisis y Diseño de Algoritmos II|S|2|
Ingeniería de Sistemas|206|1995|0014|2° cuatrimestre|Comunicación de Datos I|S|2|
Ingeniería de Sistemas|206|1995|0015|2° cuatrimestre|Probabilidades y Estadística|S|2|
Ingeniería de Sistemas|206|1995|0016|2° cuatrimestre|Electrónica Digital|S|2|
Ingeniería de Sistemas|206|1995|0017|2° cuatrimestre|Inglés|S|2|
Ingeniería de Sistemas|206|1995|0018|2° cuatrimestre|Programación Exploratoria|S|3|
Ingeniería de Sistemas|206|1995|0019|1° cuatrimestre|Estructuras de Almacenamiento de Datos|S|3|
Ingeniería de Sistemas|206|1995|0020|1° cuatrimestre|Metodologías de Desarrollo de Software I|S|3|
Ingeniería de Sistemas|206|1995|0021|1° cuatrimestre|Arquitectura de Computadoras I|S|3|
Ingeniería de Sistemas|206|1995|0022|1° cuatrimestre|Programación Orientada a Objetos|S|3|
Ingeniería de Sistemas|206|1995|0023|2° cuatrimestre|Bases de Datos I|S|3|
Ingeniería de Sistemas|206|1995|0024|2° cuatrimestre|Lenguajes de Programación I|S|3|
Ingeniería de Sistemas|206|1995|0025|2° cuatrimestre|Sistemas Operativos I|S|3|
Ingeniería de Sistemas|206|1995|0026|2° cuatrimestre|Investigación Operativa I|S|3|
Ingeniería de Sistemas|206|1995|0027|1° cuatrimestre|Arquitectura de Computadoras y Técnicas Digitales|S|4|
Ingeniería de Sistemas|206|1995|0028|1° cuatrimestre|Teoría de la Información|S|4|
Ingeniería de Sistemas|206|1995|0029|1° cuatrimestre|Comunicación de Datos II|S|4|
Ingeniería de Sistemas|206|1995|0030|1° cuatrimestre|Introducción al Cálculo Diferencial e Integral|S|4|
Ingeniería de Sistemas|206|1995|0031|2° cuatrimestre|Diseño de Sistemas de Software|S|4|
Ingeniería de Sistemas|206|1995|0032|2° cuatrimestre|Diseño de Compiladores I|S|4|
Ingeniería de Sistemas|206|1995|0033|1° cuatrimestre|Ingeniería de Software|S|5|
Ingeniería de Sistemas|206|1995|0125|2° cuatrimestre|Algebra Lineal|S|1|
Ingeniería de Sistemas|206|1995|0127|2° cuatrimestre|Matemática Discreta|S|1|
Ingeniería de Sistemas|206|1995|0145|1° cuatrimestre|Algebra I|S|1|
Ingeniería de Sistemas|206|1995|0163|1° cuatrimestre|Configuración y Mantenimiento de Sistemas Operativos Orientados a Redes I|N|4|
Ingeniería de Sistemas|206|1995|0176|1º cuatrimestre|Formulación y Evaluación de Proyectos|N|4|
Ingeniería de Sistemas|206|1995|0176|2° cuatrimestre|Formulación y Evaluación de Proyectos|N|4|
Ingeniería de Sistemas|206|1995|0205|2° cuatrimestre|Proyecto Final|S|5|
Ingeniería de Sistemas|206|1995|1001|1º cuatrimestre|Arquitecturas de Software Reflexivas|N|4|
Ingeniería de Sistemas|206|1995|1002|1º cuatrimestre|Tópicos Avanzados en Bases de Datos|N|4|
Ingeniería de Sistemas|206|1995|1003|1º cuatrimestre|Procesamiento de Sonido|N|4|
Ingeniería de Sistemas|206|1995|1004|1º cuatrimestre|Procesamiento de Imágenes I|N|4|
Ingeniería de Sistemas|206|1995|1005|1º cuatrimestre|Lenguajes de Programación II|N|4|
Ingeniería de Sistemas|206|1995|1006|1º cuatrimestre|Sistemas Operativos II|N|4|
Ingeniería de Sistemas|206|1995|1007|1º cuatrimestre|Sistemas Distribuidos I|N|4|
Ingeniería de Sistemas|206|1995|1008|1º cuatrimestre|Modelos Dinámicos|N|4|
Ingeniería de Sistemas|206|1995|1009|1º cuatrimestre|Introducción a la Lógica Matemática|N|4|
Ingeniería de Sistemas|206|1995|1010|1º cuatrimestre|Sistemas de Información y Concepción de BDOO|N|4|
Ingeniería de Sistemas|206|1995|1011|1º cuatrimestre|Microeconomía|N|4|
Ingeniería de Sistemas|206|1995|1012|1º cuatrimestre|Dirección General y Administración I|N|4|
Ingeniería de Sistemas|206|1995|1013|1º cuatrimestre|Evaluación de Proyectos|N|4|
Ingeniería de Sistemas|206|1995|1014|1º cuatrimestre|Modelos y Simulación I|N|4|
Ingeniería de Sistemas|206|1995|1015|1º cuatrimestre|VHDL|N|4|
Ingeniería de Sistemas|206|1995|1016|1º cuatrimestre|Arquitecturas Avanzadas|N|4|
Ingeniería de Sistemas|206|1995|1017|1º cuatrimestre|Dirección General y Administración II|N|4|
Ingeniería de Sistemas|206|1995|1018|1º cuatrimestre|Ingeniería Legal|N|4|
Ingeniería de Sistemas|206|1995|1019|1º cuatrimestre|Sistemas de Gestión y Control de la Producción|N|4|
Ingeniería de Sistemas|206|1995|1020|1º cuatrimestre|Modelos y Simulación II|N|4|
Ingeniería de Sistemas|206|1995|1021|1º cuatrimestre|Proyectos de Informática, Concepción y Desarrollo|N|4|
Ingeniería de Sistemas|206|1995|1022|1º cuatrimestre|Macroeconomía|N|4|
Ingeniería de Sistemas|206|1995|1023|1º cuatrimestre|Tópicos de Inteligencia Artificial Distribuida|N|4|
Ingeniería de Sistemas|206|1995|1024|1º cuatrimestre|Introducción a Arquitecturas de Software|N|4|
Ingeniería de Sistemas|206|1995|1025|1º cuatrimestre|Desarrollo Industrial de Software|N|4|
Ingeniería de Sistemas|206|1995|1026|1º cuatrimestre|Framework Construction Workshop|N|4|
Ingeniería de Sistemas|206|1995|1027|1º cuatrimestre|Metaclass Mechanism - A CLOS Perspective|N|4|
Ingeniería de Sistemas|206|1995|1028|1º cuatrimestre|Multimedia|N|4|
Ingeniería de Sistemas|206|1995|1029|1º cuatrimestre|Criptografía y Aplicaciones en la Internet|N|4|
Ingeniería de Sistemas|206|1995|1030|1º cuatrimestre|Ingeniería de Requerimientos|N|4|
Ingeniería de Sistemas|206|1995|1031|1º cuatrimestre|Tecnologías de Diseño de Interfaces a Usuario|N|4|
Ingeniería de Sistemas|206|1995|1032|1º cuatrimestre|Estereoscopía Digital I|N|4|
Ingeniería de Sistemas|206|1995|1033|1º cuatrimestre|Tópicos de Análisis y Procesamiento de Señales|N|4|
Ingeniería de Sistemas|206|1995|1034|1º cuatrimestre|Arquitecturas TCP/IP|N|4|
Ingeniería de Sistemas|206|1995|1035|1º cuatrimestre|Programación en Internet / El Lenguaje de Programación Java|N|4|
Ingeniería de Sistemas|206|1995|1036|1º cuatrimestre|Matemática Aplicada|N|4|
Ingeniería de Sistemas|206|1995|1037|1º cuatrimestre|Microprogramación|N|4|
Ingeniería de Sistemas|206|1995|1038|1º cuatrimestre|Introducción a las Lógicas y Algebras Modales|N|4|
Ingeniería de Sistemas|206|1995|1039|1º cuatrimestre|Refinement Methods for Programs and Specifications|N|4|
Ingeniería de Sistemas|206|1995|1040|1º cuatrimestre|Sistemas de Razonamiento Computacional|N|4|
Ingeniería de Sistemas|206|1995|1041|1º cuatrimestre|Visualización de Datos de Ingeniería|N|4|
Ingeniería de Sistemas|206|1995|1042|1º cuatrimestre|Simulación de Procesos|N|4|
Ingeniería de Sistemas|206|1995|1043|1º cuatrimestre|Diseño de Compiladores II|N|4|
Ingeniería de Sistemas|206|1995|1044|1º cuatrimestre|Procesos Estocásticos|N|4|
Ingeniería de Sistemas|206|1995|1045|1º cuatrimestre|Control Automático I|N|4|
Ingeniería de Sistemas|206|1995|1046|1º cuatrimestre|Control Automático II|N|4|
Ingeniería de Sistemas|206|1995|1047|1º cuatrimestre|Bases de Datos Avanzadas|N|4|
Ingeniería de Sistemas|206|1995|1048|1º cuatrimestre|Metodologías de Desarrollo de Software II|N|4|
Ingeniería de Sistemas|206|1995|1049|1º cuatrimestre|Modelística Avanzada|N|4|
Ingeniería de Sistemas|206|1995|1050|1º cuatrimestre|Razonamiento Basado en Casos|N|4|
Ingeniería de Sistemas|206|1995|1051|1º cuatrimestre|Sistemas Multi-Agentes|N|4|
Ingeniería de Sistemas|206|1995|1052|1º cuatrimestre|Transformada de Fourier y Wavelets|N|4|
Ingeniería de Sistemas|206|1995|1053|1º cuatrimestre|Visualización Tridemensional|N|4|
Ingeniería de Sistemas|206|1995|1054|1º cuatrimestre|Programación en Lenguaje Ensamblador|N|4|
Ingeniería de Sistemas|206|1995|1055|1º cuatrimestre|Construcción de Interfaces a Usuario|N|4|
Ingeniería de Sistemas|206|1995|1056|1º cuatrimestre|Inteligencia Artificial|N|4|
Ingeniería de Sistemas|206|1995|1057|1º cuatrimestre|Visualización Computacional de Datos|N|4|
Ingeniería de Sistemas|206|1995|1058|1º cuatrimestre|Sistemas Móviles|N|4|
Ingeniería de Sistemas|206|1995|1059|1º cuatrimestre|Multicast IP|N|4|
Ingeniería de Sistemas|206|1995|1060|1º cuatrimestre|Información Referenciada|N|4|
Ingeniería de Sistemas|206|1995|1061|1º cuatrimestre|Sistemas de Visualización y Exploración de Información|N|4|
Ingeniería de Sistemas|206|1995|1062|1º cuatrimestre|Agentes Inteligentes|N|4|
Ingeniería de Sistemas|206|1995|1063|1º cuatrimestre|Multi-Agent Systems|N|4|
Ingeniería de Sistemas|206|1995|1064|1º cuatrimestre|Retrieval, Filtering and Classification of Text Documents|N|4|
Ingeniería de Sistemas|206|1995|1065|1º cuatrimestre|Software Architecture in Practice|N|4|
Ingeniería de Sistemas|206|1995|1066|1º cuatrimestre|Modelamiento Conceptual e Ingeniería de Sistemas de Información|N|4|
Ingeniería de Sistemas|206|1995|1067|1º cuatrimestre|Estrategias para la Resolución de Problemas de Satisfaccion de Restricciones|N|4|
Ingeniería de Sistemas|206|1995|1068|1º cuatrimestre|Técnicas de "Programación Hardware":CAD para FPGAs y CPLDs|N|4|
Ingeniería de Sistemas|206|1995|1069|1º cuatrimestre|Modelos Discretos: Matrices y Grafos|N|4|
Ingeniería de Sistemas|206|1995|1070|1º cuatrimestre|Arquitecturas de Sistemas Interactivos|N|4|
Ingeniería de Sistemas|206|1995|1071|1º cuatrimestre|Management de Tecnología|N|4|
Ingeniería de Sistemas|206|1995|1072|1º cuatrimestre|Introducción a la Lógica Modal|N|4|
Ingeniería de Sistemas|206|1995|1073|1º cuatrimestre|Introducción a la Visión en Robótica y Modelos Numéricos|N|4|
Ingeniería de Sistemas|206|1995|1074|1º cuatrimestre|Introducción al Data Warehouse, Olap y Data Mining|N|4|
Ingeniería de Sistemas|206|1995|1075|1º cuatrimestre|Algoritmos en Hardware: Lógica Programable y otras opciones VLSI|N|4|
Ingeniería de Sistemas|206|1995|1076|1º cuatrimestre|Diseño de Interfaces|N|4|
Ingeniería de Sistemas|206|1995|1077|1º cuatrimestre|Herramientas de Desarrollo de Aplicaciones en Internet: Comercio Electrónico y Computación Móvil|N|4|
Ingeniería de Sistemas|206|1995|1078|1º cuatrimestre|Introduction to Multi-Agent Systems|N|4|
Ingeniería de Sistemas|206|1995|1079|1º cuatrimestre|Object-Oriented Enterprise and Application Frameworks|N|4|
Ingeniería de Sistemas|206|1995|1080|1º cuatrimestre|Frameworks Orientados a Objetos|N|4|
Ingeniería de Sistemas|206|1995|1081|1º cuatrimestre|Enfoques Reflexivos para Agentes, Aspectos y Patrones de Diseño|N|4|
Ingeniería de Sistemas|206|1995|1082|1º cuatrimestre|Tópicos Avanzados en Comunicación de Datos|N|4|
Ingeniería de Sistemas|206|1995|1083|1º cuatrimestre|Introducción al Data Mining, su Aplicación a la Empresa|N|4|
Ingeniería de Sistemas|206|1995|1084|1º cuatrimestre|Organización e Informatización de Proyectos|N|4|
Ingeniería de Sistemas|206|1995|1085|1º cuatrimestre|Aprendizaje Simbólico de Máquina|N|4|
Ingeniería de Sistemas|206|1995|1086|1º cuatrimestre|Cuadro de Mando Integral|N|4|
Ingeniería de Sistemas|206|1995|1086|2° cuatrimestre|Cuadro de Mando Integral|N|4|
Ingeniería de Sistemas|206|1995|1087|1º cuatrimestre|Diseño de Controladores en Lógica Difusa|N|4|
Ingeniería de Sistemas|206|1995|1088|1º cuatrimestre|Software Design Methods: UML in Action|N|4|
Ingeniería de Sistemas|206|1995|1089|1º cuatrimestre|Herramientas para el Desarrollo de Aplicaciones en Internet: Comercio Electrónico y Computación Movil|N|4|
Ingeniería de Sistemas|206|1995|1090|1º cuatrimestre|Taller de Sistemas Multi-Agentes|N|4|
Ingeniería de Sistemas|206|1995|1090|2° cuatrimestre|Taller de Sistemas Multi-Agentes|N|4|
Ingeniería de Sistemas|206|1995|1091|1º cuatrimestre|Enfoques Reflexivos|N|4|
Ingeniería de Sistemas|206|1995|1092|1º cuatrimestre|ALU en Microprocesadores. Implementación CLD, FSM y FPGA|N|4|
Ingeniería de Sistemas|206|1995|1093|1º cuatrimestre|Desarrollo de Software con UML|N|4|
Ingeniería de Sistemas|206|1995|1094|1º cuatrimestre|Taller de Linux: Programación de Drivers en RTL|N|4|
Ingeniería de Sistemas|206|1995|1095|1º cuatrimestre|Técnicas de Lógica Difusa en Control Automático|N|4|
Ingeniería de Sistemas|206|1995|1096|1º cuatrimestre|Agentes Inteligentes en Internet|N|4|
Ingeniería de Sistemas|206|1995|1097|1º cuatrimestre|Integridad en Bases de Datos|N|4|
Ingeniería de Sistemas|206|1995|1098|1º cuatrimestre|Ingeniería de Requisitos|N|4|
Ingeniería de Sistemas|206|1995|1099|1º cuatrimestre|Tópicos Avanzados en Data Mining|N|4|
Ingeniería de Sistemas|206|1995|1100|1º cuatrimestre|Metodologías para Desarrollo de Agentes  |N|4|
Ingeniería de Sistemas|206|1995|1101|1º cuatrimestre|Taller de UML|N|4|
Ingeniería de Sistemas|206|1995|1102|1º cuatrimestre|Procesamiento de Imágenes II|N|4|
Ingeniería de Sistemas|206|1995|1103|1º cuatrimestre|Sistemas de Información y Control de Marketing|N|4|
Ingeniería de Sistemas|206|1995|1104|1º cuatrimestre|Tecnología Avanzada para el Desarrollo de Aplicaciones Distribuidas|N|4|
Ingeniería de Sistemas|206|1995|1105|1º cuatrimestre|Métodos Relacionales para la Especificación de Software|N|4|
Ingeniería de Sistemas|206|1995|1106|1º cuatrimestre|Introducción al Uso de  VHDL en FPGAs: Entorno de Diseño ISE|N|4|
Ingeniería de Sistemas|206|1995|1107|1º cuatrimestre|Modelado e Integración de Empresas: Principios y Aplicaciones|N|4|
Ingeniería de Sistemas|206|1995|1108|1º cuatrimestre|Sistemas de Tiempo Real|N|4|
Ingeniería de Sistemas|206|1995|1109|1º cuatrimestre|Introducción al Model Checking|N|4|
Ingeniería de Sistemas|206|1995|1110|1º cuatrimestre|Ingeniería de Software de Aplicaciones Web|N|4|
Ingeniería de Sistemas|206|1995|1111|1º cuatrimestre|Decisiones Financieras|N|4|
Ingeniería de Sistemas|206|1995|1112|1º cuatrimestre|Evaluación de Proyectos Informáticos|N|4|
Ingeniería de Sistemas|206|1995|1113|1º cuatrimestre|Introducción a la Gestión del Conocimiento|N|4|
Ingeniería de Sistemas|206|1995|1113|2° cuatrimestre|Introducción a la Gestión del Conocimiento|N|4|
Ingeniería de Sistemas|206|1995|1114|1º cuatrimestre|Introducción a la Teoría y Aplicaciones de Redes Neuronales Artificiales|N|4|
Ingeniería de Sistemas|206|1995|1115|1º cuatrimestre|Análisis y Recuperación de Información|N|4|
Ingeniería de Sistemas|206|1995|1116|1º cuatrimestre|Sistemas de Administración de Recursos Humanos|N|4|
Ingeniería de Sistemas|206|1995|1117|1º cuatrimestre|Performance and Scalability of E-Commerce Systems|N|4|
Ingeniería de Sistemas|206|1995|1118|1º cuatrimestre|Microcontroladores|N|4|
Ingeniería de Sistemas|206|1995|1119|1º cuatrimestre|Agentes Personales|N|4|
Ingeniería de Sistemas|206|1995|1120|1º cuatrimestre|Programación de Hardware: VHDL en FPGAs|N|4|
Ingeniería de Sistemas|206|1995|1121|1º cuatrimestre|Descubrimiento de Conocimiento en Base de Datos|N|4|
Ingeniería de Sistemas|206|1995|1122|1º cuatrimestre|Proyectos Informáticos|N|4|
Ingeniería de Sistemas|206|1995|1123|1º cuatrimestre|Introducción a la Robótica Basada en Comportamientos|N|4|
Ingeniería de Sistemas|206|1995|1124|1º cuatrimestre|Introduction to Answer Set Programming |N|4|
Ingeniería de Sistemas|206|1995|1125|1º cuatrimestre|Visualización Computacional de Datos I|N|4|
Ingeniería de Sistemas|206|1995|1126|1º cuatrimestre|Visualización Computacional de Datos II|N|4|
Ingeniería de Sistemas|206|1995|1127|1º cuatrimestre|Fundamentos Matemáticos de la Visión 3D en Robótica|N|4|
Ingeniería de Sistemas|206|1995|1128|1º cuatrimestre|Desarrollo de Software Orientado a Aspectos|N|4|
Ingeniería de Sistemas|206|1995|1129|1º cuatrimestre|Métodos Agiles para el Desarrollo de Software|N|4|
Ingeniería de Sistemas|206|1995|1129|2° cuatrimestre|Métodos Agiles para el Desarrollo de Software|N|4|
Ingeniería de Sistemas|206|1995|1130|1º cuatrimestre|Software Libre - Código Abierto|N|4|
Ingeniería de Sistemas|206|1995|1131|1º cuatrimestre|Métodos Numéricos|N|4|
Ingeniería de Sistemas|206|1995|1132|1º cuatrimestre|Synthesis of Arithmetic Circuits: FPGA,  ASIC and Embedded Systems|N|4|
Ingeniería de Sistemas|206|1995|1133|1º cuatrimestre|Advance Topics Software Architecture|N|4|
Ingeniería de Sistemas|206|1995|1134|1º cuatrimestre|Interacción Digital entre Aplicaciones|N|4|
Ingeniería de Sistemas|206|1995|1135|1º cuatrimestre|Introducción a las Wavelets|N|4|
Ingeniería de Sistemas|206|1995|1136|1º cuatrimestre|Métodos Formales Livianos|N|4|
Ingeniería de Sistemas|206|1995|1137|1º cuatrimestre|Programming Mobile Device: An Introduction|N|4|
Ingeniería de Sistemas|206|1995|1138|1º cuatrimestre|Introducción a Grid Computing|N|4|
Ingeniería de Sistemas|206|1995|1139|1º cuatrimestre|Current Best Practices in Software Architecture|N|4|
Ingeniería de Sistemas|206|1995|1140|1º cuatrimestre|Introducción a las Redes Neuronales y la Neuro - Programación Dinámica|N|4|
Ingeniería de Sistemas|206|1995|1141|1º cuatrimestre|Bioinformática: Conceptos Básicos y Metodología|N|4|
Ingeniería de Sistemas|206|1995|1142|1º cuatrimestre|Teledetección Satelital Cuantitativa|N|4|
Ingeniería de Sistemas|206|1995|1143|1º cuatrimestre|Visualización Computacional I|N|4|
Ingeniería de Sistemas|206|1995|1144|1º cuatrimestre|Visualización Computacional II|N|4|
Ingeniería de Sistemas|206|1995|1145|1º cuatrimestre|Arquitectura de Software Dirigida por Modelos|N|4|
Ingeniería de Sistemas|206|1995|1146|1º cuatrimestre|Introducción a Human-Computer Interaction|N|4|
Ingeniería de Sistemas|206|1995|1147|1º cuatrimestre|Técnicas y Herramientas para Modelos del Negocio|N|4|
Ingeniería de Sistemas|206|1995|1148|1º cuatrimestre|Taller de Ingeniería de Software|N|4|
Ingeniería de Sistemas|206|1995|1148|2° cuatrimestre|Taller de Ingeniería de Software|N|4|
Ingeniería de Sistemas|206|1995|1149|1º cuatrimestre|Lenguajes de Especificación de Hardware: VHDL para principiantes|N|4|
Ingeniería de Sistemas|206|1995|1150|1º cuatrimestre|Modelos y Simulación para la Gestión Organizacional|N|4|
Ingeniería de Sistemas|206|1995|1151|1º cuatrimestre|Diseño con Lógica Programable: FPGAs, Herramientas EDA y VHDL|N|4|
Ingeniería de Sistemas|206|1995|1152|1º cuatrimestre|Introducción a los Algorítmos de Planning|N|4|
Ingeniería de Sistemas|206|1995|1153|1º cuatrimestre|Ingeniería del Conocimiento|N|4|
Ingeniería de Sistemas|206|1995|1154|1º cuatrimestre|Fundamentos de Knowledge Management|N|4|
Ingeniería de Sistemas|206|1995|1155|1º cuatrimestre|Introducción a Evolución de Sistemas de Software|N|4|
Ingeniería de Sistemas|206|1995|1156|1º cuatrimestre|Taller en Informática de Gestión - Herramientas para la decisión y la acción|N|4|
Ingeniería de Sistemas|206|1995|1157|1º cuatrimestre|Taller de Tiempo Real para Control Robótico|N|4|
Ingeniería de Sistemas|206|1995|1158|1º cuatrimestre|Técnicas Avanzadas de Diseño de Sistemas Digitales|N|4|
Ingeniería de Sistemas|206|1995|1159|1º cuatrimestre|Computación Orientada a Servicios|N|4|
Ingeniería de Sistemas|206|1995|1159|2° cuatrimestre|Computación Orientada a Servicios|N|4|
Ingeniería de Sistemas|206|1995|1160|1º cuatrimestre|Sistemas de Recomendación de Información|N|4|
Ingeniería de Sistemas|206|1995|1162|1º cuatrimestre|Taller de Sistemas de Información Geográfica|N|4|
Ingeniería de Sistemas|206|1995|1163|1º cuatrimestre|Síntesis de Circuitos Aritméticos, FPGA, ASIC, Sistemas Embebidos|N|4|
Ingeniería de Sistemas|206|1995|1164|2° cuatrimestre|Seguridad de Sistemas Informáticos|N|4|
Ingeniería de Sistemas|206|1995|1165|1º cuatrimestre|Taller de Informática de Gestión II - Conocimiento en Acción|N|4|
Ingeniería de Sistemas|206|1995|1165|2° cuatrimestre|Taller de Informática de Gestión II - Conocimiento en Acción|N|4|
Ingeniería de Sistemas|206|1995|1166|1º cuatrimestre|Aprendizaje Colaborativo Soportado por Computadoras|N|4|
Ingeniería de Sistemas|206|1995|1167|1º cuatrimestre|Introducción a Computación Evolutiva|N|4|
Ingeniería de Sistemas|206|1995|1168|1º cuatrimestre|Model Checking|N|4|
Ingeniería de Sistemas|206|1995|1169|1º cuatrimestre|Teledetección: Fundamentos y su aplicación en Sistemas de Información Geográfica (SIG)|N|4|
Ingeniería de Sistemas|206|1995|1170|1º cuatrimestre|Diseño de Interacción Centrado en el Usuario|N|4|
Ingeniería de Sistemas|206|1995|1170|2° cuatrimestre|Diseño de Interacción Centrado en el Usuario|N|4|
