id|carrera|plan|fecha_ingreso|calidad|localidad_nacimiento|colegio_secundario|titulo_secundario
934|206|S95|01/04/1994|E|AZUL|COLEGIO CENTRAL UNIVERSITARIO|BACHILLER EN CIENCIAS EXACTAS E INFORMATICA|
900|206|S95|01/04/1994|N|MAR DEL PLATA|SAN AGUSTIN|BACHILLER COMERCIAL|
900|213|2014|21/08/2019|A|MAR DEL PLATA|SAN AGUSTIN|BACHILLER COMERCIAL|
935|206|1988|01/04/1994|P||||
897|206|S95|01/04/1994|P|AYACUCHO|||
925|206|S95|01/04/1994|P|OLAVARRIA|ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN|TÉCNICO ELECTROMECANICO|
991|206|1988|01/04/1994|P||||
1111|206|S95|01/04/1995|P|MAR DEL PLATA|COLEGIO NACIONAL PROFESOR FROILAN FERRERO|BACHILLER CON ESPECIALIZACION EN HUMANIDADES Y TECNOLOGIA|
1160|206|S95|01/04/1995|P|AZUL|COLEGIO SEC.AUGUSTO PULENTA|TÉCNICO EN COMPUTACION|
1187|206|1988|01/04/1995|P|CORONEL PRINGLES|||
1189|206|S95|01/04/1995|P|SAN FERNANDO|||
1099|204|1995|01/04/1995|P|OLAVARRIA|||
304|206|1988|01/04/1995|P||||
1070|206|S95|01/04/1995|P|TANDIL||BACHILLER CON ORIENTACION PEDAGOGICA|
109|206|1988|01/04/1995|P||||
726|206|1988|01/04/1995|P||||
1133|206|1988|01/04/1995|P||||
142|206|1988|01/04/1995|P||||
1064|206|S95|01/04/1995|E|OLAVARRIA|||
1167|206|S95|01/04/1995|P|TANDIL|||
625|206|1988|01/04/1995|P||||
1143|206|S95|01/04/1995|P|TANDIL|MONS. AMERICO ORZALI|TÉCNICO EN COMPUTACION|
862|206|1988|01/04/1995|P||||
1180|206|S95|01/04/1995|P|MAR DEL PLATA|||
597|206|1988|01/04/1995|P||||
744|206|1988|01/04/1995|P||||
876|206|1988|01/04/1995|P||||
1104|206|S95|01/04/1995|P|TANDIL|||
938|206|1988|01/04/1995|P|TANDIL|||
3553|211|2004|27/04/2004|P||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|BACHILLER|
1097|206|1988|01/04/1995|P|TANDIL|||
1068|206|S95|01/04/1995|P|BENITO JUAREZ|INSTITUTO MOMSEÑOR DR. AUDINO RODRIGUEZ Y OLMOS|TÉCNICO MECANICO|
3572|211|2004|27/04/2004|P|BERNAL|||
1141|206|S95|01/04/1995|P|MAR DEL PLATA|||
111|206|1988|01/04/1995|P||||
1086|206|1988|01/04/1995|P|TANDIL|||
1241|201|1999|01/04/1996|N||||
1241|204|1995|01/04/1996|N||||
1281|206|S95|01/04/1996|E|TRENQUE LAUQUEN||BACHILLER|
1345|206|S95|01/04/1996|P|LA PLATA|||
1374|206|S95|01/04/1996|P|TANDIL|||
1243|206|S95|01/04/1996|P|MAR DEL PLATA|||
1249|206|S95|01/04/1996|P|AZUL||BACHILLER CONTABLE|
1259|206|S95|01/04/1996|P|TANDIL|ALFONSINA STORNI||
1403|206|S95|01/04/1996|P|PUERTO BELGRANO|||
1289|206|S95|01/04/1996|P|LOMAS DE ZAMORA|COLEGIO NACIONAL PROFESOR FROILAN FERRERO|BACHILLER COMUN|
1289|212|2007|01/11/2007|P|LOMAS DE ZAMORA|COLEGIO NACIONAL PROFESOR FROILAN FERRERO|BACHILLER COMUN|
1420|206|S95|01/04/1996|P|MAR DEL PLATA|||
1386|206|S95|01/04/1996|E|NECOCHEA|ANGEL DOMINGO ROJAS|BACHILLER|
1251|206|S95|01/04/1996|P|AZUL|||
1317|206|S95|01/04/1996|P|NECOCHEA|||
1203|206|S95|01/04/1996|P|RAMALLO|AGROINDUSTRIAL MONSEÑOR DR. JUAN ANTONIO VIDELA CUELLO|BACHILLER|
1368|206|S95|01/04/1996|P|TANDIL|||
1333|206|S95|01/04/1996|E|MAR DEL PLATA|ESCUELA Nº 4-033 LAUREANA F. DE OLAZABAL|TÉCNICO EN COMPUTACION|
986|201|1999|01/04/1996|N|TANDIL|||
986|205|1995|01/04/1996|N|TANDIL|||
1264|206|S95|01/04/1996|P|GENERAL MADARIAGA|||
1224|206|S95|01/04/1996|P|Indeterminada|COL. SANTA ISABEL DE HUNGRIA|BACHILLER|
1224|212|2007|05/09/2007|P|Indeterminada|COL. SANTA ISABEL DE HUNGRIA|BACHILLER|
1224|213|2014|30/03/2016|A|Indeterminada|COL. SANTA ISABEL DE HUNGRIA|BACHILLER|
1424|205|1995|01/04/1996|P|TANDIL|||
1198|206|S95|01/04/1996|P|AZUL|||
1319|206|S95|01/04/1996|P|TANDIL|||
1347|206|S95|01/04/1996|P|GENERAL PACHECO|||
1227|201|1999|01/04/1996|N|OLAVARRIA|COLEGIO JOSE MANUEL ESTRADA|BACHILLER|
1227|204|2003|01/04/1996|P|OLAVARRIA|COLEGIO JOSE MANUEL ESTRADA|BACHILLER|
1227|206|S95|01/04/1996|N|OLAVARRIA|COLEGIO JOSE MANUEL ESTRADA|BACHILLER|
1383|206|S95|01/04/1996|E||JUAN FACUNDO QUIROGA|PERITO MERCANTIL C/ESPECI.CONTABLE IMPOS|
1449|206|S95|01/04/1997|E||ESCUELA DE EDUCACION MEDIA TECNICA Nº 1|TÉCNICO MECANICO ELECTRICISTA|
1546|206|S95|01/04/1997|P|Ciudad Autónoma de Buenos Aires|||
1542|206|S95|01/04/1997|E|OLAVARRIA|ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN|TÉCNICO MECANICO ELECTRICISTA|
1624|206|S95|01/04/1997|P|BENITO JUAREZ|ESCUELA DE AGRICULTURA|BACHILLER EN ADMINISTRACION DE EMPRESAS|
1547|206|S95|01/04/1997|P|MORON|||
1436|206|S95|01/04/1997|P|LA PLATA|||
1444|206|S95|01/04/1997|P|LOBERIA|||
1634|206|S95|01/04/1997|P|TANDIL|MONS. AMERICO ORZALI|TÉCNICO ELECTROMECANICO|
1550|206|S95|01/04/1997|P|MAR DEL PLATA|||
1625|206|S95|01/04/1997|P|MAR DEL PLATA|||
1462|206|S95|01/04/1997|P|NEUQUEN|||
1551|206|S95|01/04/1997|P|MAR DEL PLATA|||
1620|206|S95|01/04/1997|P|TANDIL|||
1448|206|S95|01/04/1997|P|ADOLFO GONZALES CHAVES|ABEL AYERZA|BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES|
1506|204|1995|01/04/1997|N|OLAVARRIA|||
1506|206|S95|01/04/1997|N|OLAVARRIA|||
1509|206|S95|01/04/1997|P|TRES ARROYOS|||
1596|206|S95|01/04/1997|P|TANDIL|||
1523|206|S95|01/04/1997|P|Ciudad Autónoma de Buenos Aires|ALIANZA FRANCESA|BACHILLER CONTABLE|
1066|206|S95|01/04/1997|P|MORON|||
1602|206|S95|01/04/1997|P|LA PLATA|||
1558|206|S95|01/04/1997|N|TANDIL|||
1667|206|S95|01/04/1998|P|TANDIL|||
1672|206|S95|01/04/1998|E||COLEGIO NACIONAL MONSEÑOR DOCTOR PABLO CABRERA|TÉCNICO EN COMPUTACION|
1676|206|S95|01/04/1998|A|MAR DEL PLATA|EL TRANSITO DE NUESTRA SEÑORA|BACHILLER CONTABLE|
1677|206|S95|01/04/1998|N|NECOCHEA|||
1016|206|S95|01/04/1998|N|TANDIL|MONS. AMERICO ORZALI|TÉCNICO EN COMPUTACION|
1681|206|S95|01/04/1998|E|TANDIL|MONS. AMERICO ORZALI|TÉCNICO EN COMPUTACION|
2019|208|1997|12/03/2003|E|CORONEL PRINGLES|||
1781|206|S95|01/04/1998|P|RAUCH|||
1782|206|S95|01/04/1998|P|BENITO JUAREZ|COLEGIO NACIONAL GENERAL DON TORIBIO DE LUZURIAGA|BACHILLER CON ORIENTACION EN CS. EXACTAS Y NATURALES|
1782|212|2007|23/03/2010|P|BENITO JUAREZ|COLEGIO NACIONAL GENERAL DON TORIBIO DE LUZURIAGA|BACHILLER CON ORIENTACION EN CS. EXACTAS Y NATURALES|
1695|206|S95|01/04/1998|P|TANDIL|MONS. AMERICO ORZALI|TÉCNICO EN COMPUTACION|
1704|206|S95|01/04/1998|P|SAN FERNANDO|||
1711|206|S95|01/04/1998|N|SAN NICOLAS|||
1711|210|2000|01/04/1998|E|SAN NICOLAS|||
1796|206|S95|01/04/1998|P|Ciudad Autónoma de Buenos Aires|||
1803|206|S95|01/04/1998|P|MAR DEL PLATA|PROFESOR JAVIER FROILAN FERRERO|PERITO MERCANTIL|
1809|206|S95|01/04/1998|N|TRES ARROYOS|||
1809|210|2000|01/04/1998|N|TRES ARROYOS|||
1812|206|S95|01/04/1998|P|CORONEL DORREGO|||
1821|206|S95|01/04/1998|P|TANDIL|||
1652|206|S95|01/04/1998|P|BALCARCE|||
1660|208|1997|19/03/2003|P||||
1837|206|S95|01/04/1998|P|GENERAL ALVEAR|COLEGIO NACIONAL MONSEÑOR DOCTOR PABLO CABRERA|TÉCNICO ELECTRONICO|
1840|206|S95|01/04/1998|E|MAR DEL PLATA|AGROINDUSTRIAL VIDELA CUELLO|BACHILLER COMUN|
1854|206|S95|01/04/1998|P|OLAVARRIA|||
1855|206|S95|01/04/1998|P|TRES ARROYOS|||
1964|206|S95|01/04/1999|P|TANDIL|||
1858|206|S95|01/04/1999|E|MAR DEL PLATA|ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO|TÉCNICO EN COMPUTACION|
1860|206|S95|01/04/1999|E|BENITO JUAREZ|COLEGIO MARIANO MORENO|BACHILLER CON ORIENTACION DOCENTE|
1862|206|S95|01/04/1999|E||VICTORINA L. DE NAVARRO|BACHILLER MERCANTIL|
1970|206|S95|01/04/1999|P|BENITO JUAREZ|COLEGIO NACIONAL GENERAL DON TORIBIO DE LUZURIAGA|BACHILLER CON ORIENTACION EN CS. EXACTAS Y NATURALES|
1970|207|1997|07/02/2005|P|BENITO JUAREZ|COLEGIO NACIONAL GENERAL DON TORIBIO DE LUZURIAGA|BACHILLER CON ORIENTACION EN CS. EXACTAS Y NATURALES|
1970|214|2017|01/04/2018|P|BENITO JUAREZ|COLEGIO NACIONAL GENERAL DON TORIBIO DE LUZURIAGA|BACHILLER CON ORIENTACION EN CS. EXACTAS Y NATURALES|
1869|206|S95|01/04/1999|N|TANDIL|||
1869|209|1998|01/04/1999|N|TANDIL|||
1872|206|S95|01/04/1999|E|MAR DEL PLATA|ESCUELA NACIONAL DE COMERCIO NOCTURNA DOCTOR SANTIAGO SEGUNDO CORTINEZ|BACHILLER CON ORIENTACION EN INFORMATICA|
1987|201|1999|01/04/1999|N||COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO|BACHILLER|
1987|205|1995|01/04/1999|E||COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO|BACHILLER|
1990|206|S95|01/04/1999|P|BERNAL|ANTONIO CUARANTA|BACHILLER|
2071|206|S95|01/04/1999|P|AZUL|||
2060|209|1998|01/04/1999|P|TANDIL|||
1891|206|S95|01/04/1999|E||ESCUELA DE COMERCIO NICOLAS ECHEZARRETA|BACHILLER CON ORIENTACION EN CS. EXACTAS Y NATURALES|
1896|206|S95|01/04/1999|P|TANDIL|MONS. AMERICO ORZALI|TÉCNICO EN COMPUTACION|
1903|206|S95|01/04/1999|P|MAR DEL PLATA|GRAL. M. S. BELGRANO|BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES|
1908|206|S95|01/04/1999|P|MAR DEL PLATA|||
1912|206|S95|01/04/1999|P|MAR DEL PLATA|||
2020|206|S95|01/04/1999|E|TRES ARROYOS|ESCUELA NORMAL SUPERIOR SARMIENTO|TÉCNICO ELECTROMECANICO|
2026|206|S95|01/04/1999|N|MAR DEL PLATA|||
2026|210|2000|01/04/1999|P|MAR DEL PLATA|||
1741|204|1995|01/04/1999|N|TANDIL|COLEGIO NACIONAL PROFESOR FROILAN FERRERO|BACHILLER CON ORIENTACION EN GEST. Y ADMINISTRACION|
1741|206|S95|01/04/1999|P|TANDIL|COLEGIO NACIONAL PROFESOR FROILAN FERRERO|BACHILLER CON ORIENTACION EN GEST. Y ADMINISTRACION|
1741|207|1997|01/12/2002|N|TANDIL|COLEGIO NACIONAL PROFESOR FROILAN FERRERO|BACHILLER CON ORIENTACION EN GEST. Y ADMINISTRACION|
1741|211|2004|13/04/2010|P|TANDIL|COLEGIO NACIONAL PROFESOR FROILAN FERRERO|BACHILLER CON ORIENTACION EN GEST. Y ADMINISTRACION|
1930|206|S95|01/04/1999|P|SAN LUIS|||
2029|206|S95|01/04/1999|P|COMODORO RIVADAVIA|ANGEL ZERDA|TÉCNICO MECANICO|
1939|206|S95|01/04/1999|E|TANDIL|COLEGIO NACIONAL PROFESOR FROILAN FERRERO|BACHILLER CON ORIENTACION EN GEST. Y ADMINISTRACION|
1015|206|S95|01/04/1999|N||MONS. AMERICO ORZALI|TÉCNICO QUIMICO|
1015|201|2004|14/04/2003|P||MONS. AMERICO ORZALI|TÉCNICO QUIMICO|
1015|205|2004|01/03/2004|P||MONS. AMERICO ORZALI|TÉCNICO QUIMICO|
1946|206|S95|01/04/1999|E|NECOCHEA|COLEGIO MARIANO MORENO|BACHILLER CON ORIENTACION DOCENTE|
1946|208|1997|14/02/2007|P|NECOCHEA|COLEGIO MARIANO MORENO|BACHILLER CON ORIENTACION DOCENTE|
2045|206|S95|01/04/1999|P|TANDIL|COLEGIO SAN JOSÉ|BACHILLER MERCANTIL|
2045|213|2014|23/03/2021|A|TANDIL|COLEGIO SAN JOSÉ|BACHILLER MERCANTIL|
2049|206|S95|01/04/1999|P||||
2124|206|S95|01/04/2000|P|BALCARCE|||
2331|206|S95|01/04/2000|P|ADOLFO GONZALES CHAVES|||
2359|210|2000|01/04/2000|E|TANDIL|ESCUELA NACIONAL DE EDUCACION TECNICA Nº 1 ¨ING. FELIPE SENILLOSA¨|MAESTRO MAYOR DE OBRAS|
2312|206|S95|01/04/2000|P|AZUL|COLEGIO NACIONAL MONSEÑOR DOCTOR PABLO CABRERA|TÉCNICO EN COMPUTACION|
2360|210|2000|01/04/2000|E|TANDIL|||
2151|206|S95|01/04/2000|P|TANDIL|AGUSTIN ALVAREZ|BACHILLER EN CIENCIAS EXACTAS|
2153|206|S95|01/04/2000|P|TRES ARROYOS|ESCUELA DE COMERCIO NICOLAS ECHEZARRETA|BACHILLER CON ORIENTACION EN CS. EXACTAS Y NATURALES|
2153|212|2007|05/09/2007|P|TRES ARROYOS|ESCUELA DE COMERCIO NICOLAS ECHEZARRETA|BACHILLER CON ORIENTACION EN CS. EXACTAS Y NATURALES|
2377|210|2000|01/04/2000|E|BAHIA BLANCA|PBRO. FRANCISCO PEREZ HERNANDEZ|BACHILLER CON ESPECIALIZACION EN ADMINISTRACION|
2168|206|S95|01/04/2000|P|Indeterminada|COLEGIO SEC ANA PEREZ CIANI|BACHILLER CON ORIENTACION DOCENTE|
2168|201|2004|13/12/2002|E|Indeterminada|COLEGIO SEC ANA PEREZ CIANI|BACHILLER CON ORIENTACION DOCENTE|
2089|206|S95|01/04/2000|E|TANDIL|SANTO TOMAS DE AQUINO|BACHILLER CON ESPECIALIZACION EN CIENCIAS SOCIALES|
2091|201|1999|01/04/2000|P|BOLIVAR|COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO|BACHILLER|
2390|210|2000|01/04/2000|P|TANDIL|||
2093|206|S95|01/04/2000|P|BALCARCE|ESCUELA TECNICA Nº 1 LUCAS KRAGLIEVICH|TECNICO EN ELECTRONICA|
2093|213|2014|01/04/2015|P|BALCARCE|ESCUELA TECNICA Nº 1 LUCAS KRAGLIEVICH|TECNICO EN ELECTRONICA|
5896|206|2011|01/04/2015|P|TANDIL|COLEGIO SAN IGNACIO|BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
2319|209|1998|01/04/2000|P|TANDIL|||
2183|206|S95|01/04/2000|E|MAR DEL PLATA|COLEGIO NACIONAL PROFESOR FROILAN FERRERO|BACHILLER|
2287|206|S95|01/04/2000|E|OLAVARRIA|ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN|TÉCNICO EN COMPUTACION|
2191|206|S95|01/04/2000|P|OLAVARRIA|VICTORINA L. DE NAVARRO|BACHILLER CON ORIENTACION COMERCIAL|
2191|212|2007|05/09/2007|P|OLAVARRIA|VICTORINA L. DE NAVARRO|BACHILLER CON ORIENTACION COMERCIAL|
3589|211|2004|06/02/2004|P|NECOCHEA|JUAN FACUNDO QUIROGA|BACHILLER CON ESPECIALIZACION EN GESTION Y ADMINISTRACION|
2320|206|S95|01/04/2000|E|SANTA ROSA|EMERSON HIGH SHCOOL|BACHILLER CON ORIENTACION EN ESTADISTICA|
2299|206|S95|01/04/2000|P|MAR DEL PLATA|AGROTECNICA CORNELIO SAAVEDRA|MAESTRO MAYOR DE OBRAS|
2209|206|S95|01/04/2000|P|MAR DEL PLATA|BACHILLERATO Y MAGISTERIO ESPECIALIZADO VICTORINA L. DE NAVARRO|BACHILLER CON ORIENTACION DOCENTE|
2321|206|S95|01/04/2000|P|Ciudad Autónoma de Buenos Aires|||
2221|206|S95|01/04/2000|A|SANTA ROSA|ALLEN PUBLIR SCUHOOLS|TÉCNICO ELECTROMECANICO|
2293|206|S95|01/04/2000|N|MAR DEL PLATA|||
2518|206|S95|01/04/2001|E|OLAVARRIA|INSTITUTO MOMSEÑOR DR. AUDINO RODRIGUEZ Y OLMOS|BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES|
2484|206|S95|01/04/2001|P|TANDIL|||
2680|209|1998|01/04/2001|N|CORONEL PRINGLES|BACHILLERATO ESPECIAL VICTORINA L. DE NAVARRO|BACHILLER CON ORIENTACION AGROPECUARIA|
2650|209|1998|01/04/2001|P|NECOCHEA|||
2690|206|S95|01/04/2001|E|MAR DEL PLATA|COLEGIO NACIONAL PROFESOR FROILAN FERRERO|BACHILLER CON ORIENTACIÓN EN CIENCIAS EXACTAS|
2540|203|1999|01/04/2001|E||COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO|BACHILLER|
2540|209|2006b|01/04/2001|A||COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO|BACHILLER|
2543|206|S95|01/04/2001|N|TRES ARROYOS|PROVINCIAL Nº 4|BACHILLER AGROPECUARIO|
1392|206|S95|01/04/2001|A|NECOCHEA|ANTONINO ABERASTAIN - POCITO|BACHILLER|
1392|209|2006|31/03/2008|N|NECOCHEA|ANTONINO ABERASTAIN - POCITO|BACHILLER|
1392|213|2014|07/04/2015|A|NECOCHEA|ANTONINO ABERASTAIN - POCITO|BACHILLER|
2548|206|S95|01/04/2001|P|TANDIL|||
2430|206|S95|01/04/2001|P|MAR DEL PLATA|SAN PABLO|BACHILLER CON ORIENTACION EN CS. EXACTAS Y NATURALES|
2558|209|1998|01/04/2001|P|TANDIL|||
2502|206|S95|01/04/2001|E||NUESTRA SRA. DE LOS DESAMPARADOS|TÉCNICO EN COMPUTACION|
2486|206|S95|01/04/2001|P|Ciudad Autónoma de Buenos Aires|||
2448|206|S95|01/04/2001|P|MAR DEL PLATA|EL TRANSITO DE NUESTRA SEÑORA|BACHILLER CON ESPECIALIZACION EN CIENCIAS EXACTAS|
2487|204|1995|01/04/2001|P|OLAVARRIA|||
2593|206|S95|01/04/2001|E|TRES ARROYOS|PROVINCIAL Nº 4|BACHILLER CON ORIENTACION AGROPECUARIA|
2453|206|S95|01/04/2001|E||GRAL. M. S. BELGRANO|BACHILLER|
2665|206|S95|01/04/2001|P|BAHIA BLANCA|ESCUELA POLIMODAL Nº 1|BACHILLER CON ORIENTACION EN GEST. Y ADMINISTRACION|
2612|206|S95|01/04/2001|P|SAN JUSTO|||
2615|206|S95|01/04/2001|N|AYACUCHO|INSTITUTO MOMSEÑOR DR. AUDINO RODRIGUEZ Y OLMOS||
2617|206|S95|01/04/2001|E|MAR DEL PLATA|ESCUELA NACIONAL DE COMERCIO NOCTURNA DOCTOR SANTIAGO SEGUNDO CORTINEZ|BACHILLER AUXILIAR EN PROGRAMACION|
2622|206|S95|01/04/2001|E|MAR DEL PLATA|COLEGIO NACIONAL Nº 19 LUIS PASTEUR|BACHILLER MERCANTIL|
2670|206|S95|01/04/2001|P|TANDIL|ALBERTO SCWEITCER|BACHILLER EN GESTION Y ADMINISTRACION|
2629|206|S95|01/04/2001|P|TANDIL|ALFONSINA STORNI|BACHILLER EN COMUNICACION SOCIAL|
2629|205|2004|01/03/2004|P|TANDIL|ALFONSINA STORNI|BACHILLER EN COMUNICACION SOCIAL|
2469|207|1997|01/04/2001|P|Ciudad Autónoma de Buenos Aires|||
3009|210|2000|28/11/2002|N|OLAVARRIA||PERITO MERCANTIL|
1679|206|S95|29/03/1998|P|TANDIL|MONS. AMERICO ORZALI|TÉCNICO EN COMPUTACION|
3028|210|2000|29/11/2002|E|AZUL|EL TRANSITO DE NUESTRA SEÑORA|BACHILLER|
3033|210|2000|29/11/2002|N|OLAVARRIA|COLEGIO NACIONAL MONSEÑOR DOCTOR PABLO CABRERA|TÉCNICO QUIMICO|
3044|206|S95|25/03/2003|P||JUAN FACUNDO QUIROGA||
3050|210|2000|02/04/2003|P|Indeterminada|B.A.D.A|BACHILLER EN GESTION Y ADMINISTRACION|
3064|206|S95|07/04/2003|N|MENDOZA|||
3084|209|1998|09/04/2003|N|BALCARCE|GRAL. M. S. BELGRANO||
3086|206|S95|09/04/2003|E||COLEGIO SANTO DOMINGO|Bachiller Modalidad Humanidades y Ciencias Sociales|
3116|206|S95|14/04/2003|P|TANDIL|MONS. AMERICO ORZALI||
3120|206|S95|14/04/2003|P|TANDIL|MONS. AMERICO ORZALI||
3134|201|2004|15/04/2003|N|Indeterminada|ING. PABLO NOGUES Nº 04-111||
3140|206|S95|15/04/2003|N|BALCARCE|COLEGIO SECUNDARIO DR. DIEGO DE SALINAS||
3147|206|S95|15/04/2003|E|MAR DEL PLATA|ARTURO ALESSANDRI PALMA||
3166|206|S95|16/04/2003|P|MAR DEL PLATA|COLEGIO NACIONAL PROFESOR FROILAN FERRERO|BACHILLER EN CIENCIAS NATURALES|
3166|212|2007|18/03/2010|P|MAR DEL PLATA|COLEGIO NACIONAL PROFESOR FROILAN FERRERO|BACHILLER EN CIENCIAS NATURALES|
3162|206|S95|16/04/2003|N|BOLIVAR|COLEGIO JOSE MANUEL ESTRADA|BACHILLER COMUN|
3174|206|S95|16/04/2003|N|TANDIL|MONS. AMERICO ORZALI||
3174|213|2014|06/04/2016|P|TANDIL|MONS. AMERICO ORZALI||
3181|206|S95|16/04/2003|P|AYACUCHO|INSTITUTO MOMSEÑOR DR. AUDINO RODRIGUEZ Y OLMOS||
3191|206|S95|21/04/2003|P|SAN MARTIN DE LOS ANDES|ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO|TÉCNICO|
3228|206|S95|21/04/2003|N|OLAVARRIA|ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN||
3231|205|2004|21/04/2003|E||ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN||
3231|201|2004|01/03/2004|P||ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN||
3244|206|S95|21/04/2003|P|TANDIL|NUESTRA SRA. DE LOS DESAMPARADOS||
3238|206|S95|21/04/2003|N|MAR DEL PLATA|SANTO TOMAS DE AQUINO||
3292|206|S95|23/04/2003|E|OLAVARRIA|INSTITUTO SANTA TERESA|Bachiller Modalidad Humanidades y Ciencias Sociales|
3293|208|1997|24/04/2003|P|Lima|||
3304|206|S95|19/03/2003|N|SALADILLO|||
3310|206|1995|01/04/2004|P|CHASCOMUS|ESCUELA AGROTECNICA DR. MANUEL BELGRANO|BACHILLER CONTABLE|
3337|206|1995|01/04/2004|E|LA PLATA|ESCUELA DE COMERCIO GENERAL SAN MARTIN|BACHILLER C/ESP.EN CIENCIASBIOLOG.|
3349|204|2003|01/04/2004|E|AZUL|ESCUELA DE EDUCACIÓN MEDIA NRO.6 - BERNARDINO RIVADAVIA|Bachiller Modalidad Ciencias Naturales|
3349|205|2004|15/03/2011|P|AZUL|ESCUELA DE EDUCACIÓN MEDIA NRO.6 - BERNARDINO RIVADAVIA|Bachiller Modalidad Ciencias Naturales|
3354|201|2004|01/04/2004|P|NECOCHEA|ESC.NA. Nº151 LA RIOJA|BACHILLER CON ESPECIALIZACION EN ECONOMIA Y ADM. DE EMPRESAS|
3357|206|1995|01/04/2004|E|MAR DEL PLATA|COLEGIO NACIONAL FUERZA AEREA ARGENTINA|BACHILLER POL.C/OR.LABORAL EN ARTE Y DISEÑO|
3358|206|1995|01/04/2004|E||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS|
3367|206|1995|01/04/2004|P|9 DE JULIO|ESCUELA DE EDUCACION MEDIA Nº 6 DOMINGO F SARMIENTO|Bachiller Modalidad Economía y Gestión de las Organizaciones|
3388|206|1995|01/04/2004|E|AZUL|ESC. NORMAL REGIONAL GENERAL SAN MARTIN|BACHILLER ADMINISTRATIVO CONTABLE|
3412|206|1995|01/04/2004|P|ADOLFO GONZALES CHAVES|COLEGIO NACIONAL MONSEÑOR DOCTOR PABLO CABRERA|BACHILLER CIENCIAS BIOLOGICAS C/ORIEN. ECOLOGICA|
3412|212|2007|05/09/2007|P|ADOLFO GONZALES CHAVES|COLEGIO NACIONAL MONSEÑOR DOCTOR PABLO CABRERA|BACHILLER CIENCIAS BIOLOGICAS C/ORIEN. ECOLOGICA|
3420|206|1995|01/04/2004|P|USHUAIA|ENET Nº1 GRAL. ING. ALONSO BALDRICH|BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
3432|205|2004|01/04/2004|P|LOMAS DE ZAMORA|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|TÉCNICO ELECTRONICO C/ESP. EN COMUNICACIONES|
3432|201|2004|23/02/2005|P|LOMAS DE ZAMORA|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|TÉCNICO ELECTRONICO C/ESP. EN COMUNICACIONES|
3433|206|1995|01/04/2004|N|MAR DEL PLATA|ESCUELA MIXTA SUPERIOR NORMAL SARMIENTO|TÉCNICO EN COMPUTACION|
3438|206|1995|01/04/2004|E|SAN CARLOS DE BARILOCHE|E.N.E.T. Nº1 ING. ROGELIO BOERO|TÉCNICO ELECTROMECANICO|
3465|206|1995|16/04/2004|P|SAN RAMON DE LA NUEVA ORAN|ESC NAC DE COMERCIO SANTIAGO CORTINEZ|TÉCNICO AGROPECUARIO|
3470|206|1995|16/04/2004|P|OLAVARRIA|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
3497|206|1995|23/04/2004|E|QUILMES|INSTITUTO NUESTRA SEÑORA DEL CARMEN|Bachiller, Economía y Gestión de las Organizaciones|
3508|201|2004|21/04/2004|E|RAUCH|COLEGIO NACIONAL DR DIEGO DE SALINAS|Bachiller Modalidad Economía y Gestión de las Organizaciones|
3508|205|2004|21/04/2004|P|RAUCH|COLEGIO NACIONAL DR DIEGO DE SALINAS|Bachiller Modalidad Economía y Gestión de las Organizaciones|
3508|211|2004|12/04/2010|P|RAUCH|COLEGIO NACIONAL DR DIEGO DE SALINAS|Bachiller Modalidad Economía y Gestión de las Organizaciones|
3514|206|1995|23/04/2004|P|TRES ARROYOS|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
3129|206|1995|30/04/2004|P|MAR DEL PLATA|COLEGIO SEC ANA PEREZ CIANI||
3521|211|2004|23/04/2004|P|TANDIL|ESC. SUPERIOR SARMIENTO|BACHILLER CON ORIENTACION EN CS. EXACTAS Y NATURALES|
