id|carrera|plan|fecha_ingreso|calidad|localidad_nacimiento|colegio_secundario|titulo_secundario
7566|213|2014|05/03/2020|A|SAN CAYETANO|ESCUELA MEDIA NRO.1 MANUEL BELGRANO|BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS|
7568|211|2004|09/03/2020|A|QUILMES|CENTRO DE EDUCACION MEDIA Nº32 DESTRUCTOR A.R.A.HERCULES|TÉCNICO|
7576|211|2004|16/03/2020|A|ALVEAR|ESCUELA COMERCIAL DR. MAMERTO ACUÑA|Bachiller Modalidad Humanidades y Ciencias Sociales|
7582|206|2011|30/03/2020|A|TANDIL|ESCUELA NACIONAL DE COMERCIO FUERTE INDEPENDENCIA|BACHILLER ADMINISTRATIVO CONTABLE|
7582|213|2014|10/08/2020|A|TANDIL|ESCUELA NACIONAL DE COMERCIO FUERTE INDEPENDENCIA|BACHILLER ADMINISTRATIVO CONTABLE|
7584|213|2014|19/11/2020|P|RAUCH|INSTITUTO SECUNDARIO DE RAUCH|BACHILLER EN CIENCIAS NATURALES|
7584|209|2006b|20/11/2020|P|RAUCH|INSTITUTO SECUNDARIO DE RAUCH|BACHILLER EN CIENCIAS NATURALES|
7587|206|2011|19/08/2020|A|BOLIVAR|ESCUELA SECUNDARIA NRO 10 DR. RENE FAVALORO|BACHILLER EN CIENCIAS NATURALES|
7598|206|2011|14/03/2021|P|LABOULAYE|COLEGIO SAN IGNACIO|BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
7598|213|2014|14/03/2021|A|LABOULAYE|COLEGIO SAN IGNACIO|BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
7614|206|2011|19/03/2021|A|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA|TÉCNICO ELECTROMECANICO|
7614|213|2014|25/03/2021|A|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA|TÉCNICO ELECTROMECANICO|
7630|209|2006b|19/08/2020|P|TANDIL|COLEGIO SAGRADA FAMILIA|BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
7648|206|2011|30/03/2020|P|TANDIL|ESCUELA DE EDUCACION MEDIA N°10 GRAL. JOSE DE SAN MARTIN                                            |BACHILLER EN CIENCIAS SOCIALES|
7649|206|2011|30/03/2020|N|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA|TÉCNICO EN INFORMÁTICA PROFESIONAL Y PERSONAL|
7649|213|2014|31/03/2020|A|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA|TÉCNICO EN INFORMÁTICA PROFESIONAL Y PERSONAL|
7659|209|2006b|30/03/2020|A|TANDIL|COLEGIO SAN JOSÉ|BACHILLER EN CIENCIAS SOCIALES|
7662|206|2011|11/03/2021|A|MAIPU|ESCUELA POLIMODAL Nº 2 EMILIO V ALAVEDRA|BACHILLER EN CIENCIAS NATURALES|
7671|206|2011|22/08/2020|A|SAN MIGUEL|INSTITUTO INMACULADA CONCEPCION DIPREGEP Nº 4106|Bachiller Modalidad Humanidades y Ciencias Sociales|
7671|213|2014|21/02/2022|A|SAN MIGUEL|INSTITUTO INMACULADA CONCEPCION DIPREGEP Nº 4106|Bachiller Modalidad Humanidades y Ciencias Sociales|
7698|206|2011|30/03/2020|P|BENITO JUAREZ|INSTITUTO SUPERIOR DR. PEDRO DIAZ PUMARA|Bachiller en Ciencias Sociales|
7698|213|2014|30/03/2020|A|BENITO JUAREZ|INSTITUTO SUPERIOR DR. PEDRO DIAZ PUMARA|Bachiller en Ciencias Sociales|
7739|213|2014|30/03/2020|A|DAIREAUX|ESCUELA TECNICA Nº 1 CEFERINO NAMUNCURA||
7754|206|2011|30/03/2020|A|TANDIL|ESCUELA DE EDUCACION MEDIA N° 8 "FUERTE DE LA INDEPENDENCIA"                                        |BACHILLER EN GESTION Y ADMINISTRACION C\\ORIENT. EN ORGANIZACIONES|
7757|213|2014|30/03/2020|A|TANDIL|ESCUELA DE EDUCACION TECNICA NRO.2 ING. FELIPE SENILLOSA||
7763|206|2011|30/03/2020|A|TANDIL|COLEGIO SAN JOSÉ|Bachiller en Economía y Administración|
7771|208|2010|30/03/2020|P|PEHUAJO|||
7771|213|2014|14/08/2020|A|PEHUAJO|||
7779|213|2014|25/02/2021|A|TANDIL|COLEGIO SAN JOSÉ|BACHILLER HUMANIDADES|
7798|206|2011|30/03/2020|A|BAHIA BLANCA|ESCUELA SUP. DE COMERCIO PROF. PRUDENCIO CORNEJO|BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
7798|213|2014|30/03/2020|N|BAHIA BLANCA|ESCUELA SUP. DE COMERCIO PROF. PRUDENCIO CORNEJO|BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
7831|206|2011|29/03/2021|N|SAN PEDRO|ESCUELA DE EDUCACION TECNICA NRO.2 ING. FELIPE SENILLOSA|TÉCNICO EN INFORMÁTICA PROFESIONAL Y PERSONAL|
7831|213|2014|31/03/2021|A|SAN PEDRO|ESCUELA DE EDUCACION TECNICA NRO.2 ING. FELIPE SENILLOSA|TÉCNICO EN INFORMÁTICA PROFESIONAL Y PERSONAL|
7858|204|2003b|26/03/2021|A|TANDIL|ESCUELA NACIONAL DE COMERCIO|CIENCIAS NATURALES, SALUD Y AMBIENTE|
7865|206|2011|15/07/2020|A|AYACUCHO|ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 DOMINGO FAUSTINO SARMIENTO|BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
7868|206|2011|20/08/2020|A|BALCARCE|ESCUELA SECUNDARIA NRO. 5|Bachiller en Economía y Administración|
7875|206|2011|15/08/2020|N|AZUL|COLEGIO ¨MARIANO MORENO¨|BACHILLER EN ARTE - ARTES VISUALES|
7875|213|2014|07/03/2022|A|AZUL|COLEGIO ¨MARIANO MORENO¨|BACHILLER EN ARTE - ARTES VISUALES|
7878|206|2011|15/07/2020|A|BOLIVAR|ESCUELA SECUNDARIA NRO 10 DR. RENE FAVALORO|Bachiller en Economía y Administración|
7878|205|2004|17/02/2022|A|BOLIVAR|ESCUELA SECUNDARIA NRO 10 DR. RENE FAVALORO|Bachiller en Economía y Administración|
7879|206|2011|18/08/2020|A|TANDIL|ESCUELA AGRARIA Nº 1 DR. RAMON SANTAMARINA|BACHILLER AGRARIO|
7879|213|2014|18/08/2020|A|TANDIL|ESCUELA AGRARIA Nº 1 DR. RAMON SANTAMARINA|BACHILLER AGRARIO|
7887|209|2006b|15/07/2020|A|ESQUEL|NESTOR G. SALVATIERRA|BACHILLER EN TURISMO SOCIAL|
7904|213|2014|11/08/2020|P|OLAVARRIA|ESCUELA NACIONAL DE COMERCIO FUERTE DE LA INDEPENDENCIA|BACHILLER CON ORIENTACION EN GEST. Y ADMINISTRACION|
7905|213|2014|11/08/2020|A|TANDIL|ESCUELA SECUNDARIA ESPECIALIZADA EN ARTE Nº1|BACHILLER EN ARTE - ARTES VISUALES|
7911|213|2014|08/03/2021|A|NECOCHEA|ESCUELA TECNICA Nº2 GRAL. MARIANO NECOCHEA|TÉCNICO EN ADMINISTRACION DE EMPRESAS|
7915|213|2014|11/08/2020|A|NECOCHEA|ESCUELA  DE EDUCACION TECNICA NRO.3|TÉCNICO EN INFORMÁTICA PROFESIONAL Y PERSONAL|
7925|213|2014|10/08/2020|A|AYACUCHO|ESCUELA DE EDUCACION MEDIA Nº 1 DOMINGO FAUSTINO SARMIENTO|Bachiller Modalidad Humanidades y Ciencias Sociales|
7929|213|2014|18/08/2020|A|TANDIL|ESCUELA NORMAL NACIONAL SUPERIOR GRAL. JOSÉ DE SAN MARTÍN|HUMANIDADES: CIENCIAS SOCIALES|
7962|213|2014|15/03/2021|A|TANDIL|ESCUELA NACIONAL ERNESTO SABATO|Economía y Gestión de las Organizaciones |
7964|206|2011|27/02/2021|A|TANDIL|COLEGIO SAN IGNACIO|BACHILLER EN CIENCIAS NATURALES|
7968|206|2011|27/02/2021|A|AZUL|ESCUELA POLIMODAL Nº 1 ELISA V. DE RAMONGASSIE|CIENCIAS NATURALES, SALUD Y AMBIENTE|
8013|206|2011|14/03/2021|N|TANDIL|COLEGIO DE LA SIERRA||
8013|213|2014|08/02/2022|A|TANDIL|COLEGIO DE LA SIERRA||
8025|206|2011|15/03/2021|A|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA||
8031|213|2014|15/03/2021|A|TANDIL|COLEGIO ESTRELLA DE BELEN|BACHILLER CON ORIENTACION COMUNICACION SOCIAL|
8034|206|2011|27/02/2021|A|TANDIL|ESCUELA NACIONAL DE COMERCIO FUERTE INDEPENDENCIA|BACHILLER CON ORIENTACION EN COMUNICACION|
8036|213|2014|27/02/2021|A|TANDIL|COLEGIO SAN JOSÉ|Bachiller, Economía y Gestión de las Organizaciones|
8037|206|2011|16/03/2021|P|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA||
8038|201|2004b|27/02/2021|A|VILLA CACIQUE|ESCUELA DE EDUCACION MEDIA Nº1 MINISTRO ZARINI|BACHILLER INTEGRAL EN COMUNICACIONES SOCIALES|
8041|206|2011|27/02/2021|A|TANDIL|INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ||
8059|206|2011|08/03/2021|A|TANDIL|ESCUELA NACIONAL NORMAL SUPERIOR ´GRAL. DON JOSE DE SAN MARTIN´||
8078|206|2011|11/03/2021|A|CIUDAD DE BUENOS AIRES|COLEGIO SAN JOSÉ|BACHILLER CON ORIENTACION EN CIENCIAS HUMANAS|
8094|206|2011|27/02/2021|P|ADROGUE|ESCUELA SECUNDARIA ESPECIALIZADA EN ARTE Nº1|BACHILLER EN ARTE - ARTES VISUALES|
8094|213|2014|27/02/2021|A|ADROGUE|ESCUELA SECUNDARIA ESPECIALIZADA EN ARTE Nº1|BACHILLER EN ARTE - ARTES VISUALES|
8103|213|2014|16/03/2021|A|TANDIL|ESCUELA NACIONAL NORMAL SUPERIOR ´GRAL. DON JOSE DE SAN MARTIN´||
8113|213|2014|27/02/2021|P|OLAVARRIA|ESCUELA NORMAL SUPERIOR BERNARDINO RIVADAVIA -MEDIA NRO.6-|BACHILLER EN CIENCIAS SOCIALES|
8131|206|2011|15/03/2021|A|MAR DEL PLATA|INSTITUTO PERALTA RAMOS|BACHILLER EN CIENCIAS NATURALES|
8140|213|2014|27/02/2021|A|OLAVARRIA|ESCUELA DE EDUCACION MEDIA N°10 JOSE MANUEL ESTRADA                                                 |Bachiller en Ciencias Sociales|
8146|213|2014|27/02/2021|A|OLAVARRIA|COLEGIO NACIONAL CORONEL OLAVARRIA|BACHILLER CON ORIENTACION EN COMUNICACION|
8162|213|2014|27/02/2021|P|TANDIL|ESCUELA MEDIA NRO. 2 FLORENTINO AMEGHINO|BACHILLER EN GESTION Y ADMINISTRACION|
8186|206|2011|15/03/2021|A|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA|Técnico en Informática Personal y Profesional|
8186|213|2014|09/02/2022|A|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA|Técnico en Informática Personal y Profesional|
8206|213|2014|27/02/2021|P|OLAVARRIA|INSTITUTO DE ESTUDIOS A DISTANCIA|BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
8213|213|2014|27/02/2021|P|OLAVARRIA|ESCUELA SECUNDARIA NRO. 12|BACHILLER EN COMUNICACION SOCIAL|
8220|206|2011|12/03/2021|P|OLAVARRIA|INSTITUTO MONS. CESAR CANEVA|Bachiller en economía y administración|
8239|213|2014|23/03/2021|P|TANDIL|CENTRO EDUCATIVO DE EDUCACION MEDIA Nº 103|BACHILLER EN GESTION Y ADMINIST. COMPUT. Y ADM. PYMES|
8271|206|2011|25/03/2021|P|AZUL|ESCUELA NORMAL SUPERIOR BERNARDINO RIVADAVIA -MEDIA NRO.6-||
8278|213|2014|25/03/2021|A|TANDIL|ESCUELA POLIMODAL Nº 11 CENTRO POLIVALENTE DE ARTE DE TANDIL|HUMANIDADES: ARTES|
8296|204|2003b|25/03/2021|P|TANDIL|COLEGIO SAN JOSÉ||
8296|213|2014|25/08/2021|A|TANDIL|COLEGIO SAN JOSÉ||
8298|206|2011|25/03/2021|P|TANDIL|ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA N° 2 ING. FELIPE SENILLOSA|Técnico Mecánico Electricista|
8298|213|2014|25/03/2021|A|TANDIL|ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA N° 2 ING. FELIPE SENILLOSA|Técnico Mecánico Electricista|
8310|206|2011|25/03/2021|P|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA|TÉCNICO ELECTROMECANICO|
8310|213|2014|25/03/2021|A|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA|TÉCNICO ELECTROMECANICO|
8315|206|2011|25/03/2021|A|NECOCHEA|||
8330|213|2014|25/03/2021|A|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA||
8349|206|2011|25/03/2021|P|MIRAMAR|INSTITUTO SAINT EXUPERY|BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
8353|206|2011|25/03/2021|A|AYACUCHO|ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 DOMINGO FAUSTINO SARMIENTO|BACHILLER EN CIENCIAS NATURALES|
8366|206|2011|25/03/2021|A|LAS FLORES|ESCUELA DE EDUCACION TECNICA NRO.1 MANUEL BELGRANO|TÉCNICO ELECTROMECANICO|
8366|213|2014|22/02/2022|A|LAS FLORES|ESCUELA DE EDUCACION TECNICA NRO.1 MANUEL BELGRANO|TÉCNICO ELECTROMECANICO|
8369|206|2011|25/03/2021|A|OLAVARRIA|ESCUELA NACIONAL NORMAL JOSE MANUEL ESTRADA|BACHILLER ARTE Y LITERATURA|
8415|213|2014|25/03/2021|A|TANDIL|COLEGIO SAGRADA FAMILIA|BACHILLER EN CIENCIAS NATURALES|
8415|217|2019|25/03/2021|A|TANDIL|COLEGIO SAGRADA FAMILIA|BACHILLER EN CIENCIAS NATURALES|
8415|206|2011|15/02/2022|A|TANDIL|COLEGIO SAGRADA FAMILIA|BACHILLER EN CIENCIAS NATURALES|
8418|213|2014|25/03/2021|A|TANDIL|ESCUELA NACIONAL ERNESTO SABATO|Bachiller en Ciencias de la Naturaleza|
8428|206|2011|25/03/2021|A|CIUDAD DE BUENOS AIRES|ESCUELA N. SUP. PTE. JULIO ARGENTINO ROCA||
8432|213|2014|25/03/2021|A|ROSARIO|INSTITUTO SAN BENJAMIN|Bachiller Modalidad Ciencias Naturales|
8451|213|2014|25/03/2021|A|TANDIL|ESCUELA DE EDUCACION MEDIA N° 8 "FUERTE DE LA INDEPENDENCIA"                                        |BACHILLER CON ESPECIALIZACION EN ECONOMIA Y ADM. DE EMPRESAS|
8452|213|2014|25/03/2021|A|FLORENCIO VARELA|ESCUELA DE EDUCACION MEDIA N°10 GRAL. JOSE DE SAN MARTIN                                            |BACHILLER CON ESPECIALIZACION EN CIENCIAS EXACTAS Y NATURALES|
8483|213|2014|25/03/2021|A|TANDIL|COLEGIO SAN IGNACIO|BACHILLER EN CIENCIAS NATURALES|
8489|213|2014|25/03/2021|A|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA|BACHILLER C/ESPECIALIZACION EN INFORMATICA|
8516|213|2014|25/03/2021|A|PALPALA|COLEGIO NACIONAL N 001 DOMINGO F.SARMIENTO|BACHILLER CON ORIENTACION DOCENTE|
8518|213|2014|25/03/2021|P|TANDIL|ESCUELA POLIMODAL Nº 11 CENTRO POLIVALENTE DE ARTE DE TANDIL|BACHILLER ARTIST. MUSICAL ESP.EN INSTRUMENTO Y CORO|
8537|213|2014|26/03/2021|P|BENITO JUAREZ|ESCUELA DE EDUCACION MEDIA NRO.3 Dr. BENITO JUAREZ|Bachiller Modalidad Humanidades y Ciencias Sociales|
8554|206|2011|05/04/2021|P|TANDIL|COLEGIO NUESTRA TIERRA|BACHILLER EN CIENCIAS BIOLÓGICAS|
8571|206|2011|09/04/2021|P|NECOCHEA|ESCUELA TECNICA Nº 3|OTROS|
8583|206|2011|09/04/2021|P|NECOCHEA|ESCUELA DE EDUCACIÓN SECUNDARIA Nº7|Bachiller en Economía y Administración|
8590|206|2011|27/07/2021|N|ADOLFO GONZALES CHAVES|INSTITUTO INMACULADA CONCEPCION|Bachiller en Economía y Administración|
8590|213|2014|27/07/2021|A|ADOLFO GONZALES CHAVES|INSTITUTO INMACULADA CONCEPCION|Bachiller en Economía y Administración|
8591|213|2014|27/07/2021|A|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA|Técnico en Informática Personal y Profesional|
8601|217|2019|27/07/2021|A|AYACUCHO|ESCUELA NORMAL SUPERIOR DOMINGO FAUSTINO SARMIENTO|BACHILLER C/SALIDA LABORAL EN CIENCIAS DE LA COMUNICACION|
8617|213|2014|27/07/2021|A|LOBERIA|ESCUELA  DE EDUCACION AGROPECUARIA Nro.1 PEDRO EDGARDO GIACHINO|BACHILLER AGROTÉCNICO|
8633|206|2011|27/07/2021|A|SALADILLO|C.E.N.S. 452|BACHILLER PARA ADULTOS CON ORIENTACION EN CIENCIAS NATURALES SALUD Y AMBIENTE|
8634|206|2011|27/07/2021|A|VILLA GESELL|INSTITUTO JUAN LUIS VIVES|MAESTRO MAYOR DE OBRAS C/INCUMB.EN ESTRUC.SISMORESIST|
8635|201|2004b|27/07/2021|A|DE LA GARMA|ESCUELA SECUNDARIA Nº1 ALVARO BARROS|BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
8637|213|2014|27/07/2021|A|TANDIL|ESCUELA DE EDUCACION MEDIA N° 8 "FUERTE DE LA INDEPENDENCIA"                                        |Bachiller Modalidad Ciencias Naturales|
8640|213|2014|27/07/2021|A|TANDIL|ESCUELA DE EDUCACIÓN SECUNDARIA BÁSICA N° 8|BACHILLER CON ORIENTACION EN COMUNICACION|
8641|213|2014|27/07/2021|A|TANDIL|ESCUELA NORMAL NACIONAL SUPERIOR GRAL. JOSÉ DE SAN MARTÍN|BACHILLER EN CIENCIAS SOCIALES|
8652|206|2011|27/07/2021|A|BALCARCE|ESCUELA POLIMODAL Nº 3 CARMELO SANCHEZ||
8688|206|2011|19/08/2021|A|OLAVARRIA|COLEGIO LIBERTAS|BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
8690|213|2014|23/08/2021|A|TANDIL|||
8693|213|2014|31/08/2021|P|LOBERIA|ESCUELA SECUNDARIA Nº2|MODALIDAD CIENCIAS NATURALES|
8701|206|2011|07/02/2022|A|TANDIL|ESCUELA DE EDUCACIÓN SECUNDARIA BÁSICA N° 8|BACHILLER EN COMUNICACION SOCIAL|
8701|213|2014|07/02/2022|A|TANDIL|ESCUELA DE EDUCACIÓN SECUNDARIA BÁSICA N° 8|BACHILLER EN COMUNICACION SOCIAL|
8704|213|2014|07/02/2022|A|TRES ARROYOS|ESCUELA DE EDUCACION TECNICA NRO 1 GRAL JOSE DE SAN MARTIN|TÉCNICO EN TECNOLOGIA DE ALIMENTOS|
8715|213|2014|07/02/2022|A|TANDIL|ESCUELA DE EDUCACION MEDIA N° 8 "FUERTE DE LA INDEPENDENCIA"                                        |BACHILLER EN GESTION Y ADMINISTRACION|
8718|206|2011|07/02/2022|A|MIRAMAR|||
8744|213|2014|07/02/2022|A|TANDIL|ESCUELA TECNICA Nº 3|TÉCNICO EN INFORMÁTICA PROFESIONAL Y PERSONAL|
8745|206|2011|07/02/2022|A|TANDIL|ESCUELA DE EDUCACIÓN SECUNDARIA Nº 10 GRAL JOSE DE SAN MARTIN||
8750|206|2011|07/02/2022|A|TANDIL|ESCUELA AGRARIA Nº 1 DR. RAMON SANTAMARINA|BACHILLER Y TÉCNICO AGRARIO|
8758|213|2014|07/02/2022|A|BELLA VISTA|INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ|PERITO MERCANTIL O BACH. COMERCIAL|
8762|213|2014|07/02/2022|A|TANDIL|COLEGIO NACIONAL JOSE MANUEL ESTRADA|BACHILLER EN CIENCIAS NATURALES|
8764|213|2014|07/02/2022|A|TANDIL|COLEGIO SAN JOSÉ|BACHILLER CON ORIENTACION EN CIENCIAS ECONOMICAS|
8784|206|2011|07/02/2022|A|TANDIL|||
8805|213|2014|07/02/2022|A|TANDIL|ESCUELA POLIMODAL Nº 1 LUCIO V MANSILLA|BACHILLER EN EDUCACION FISICA|
8807|213|2014|07/02/2022|A|AZUL|ESCUELA TECNICA Nº 2 VICENTE PEREDA||
8868|206|2011|07/02/2022|A|PILA|||
8869|213|2014|07/02/2022|A|BALCARCE|ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 CARMELO SANCHEZ|BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
8876|213|2014|07/02/2022|A|OLAVARRIA|ESCUELA NORMAL NACIONAL  SUPERIOR JOSE MANUEL ESTRADA|BACHILLER EN CIENCIAS NATURALES|
8887|206|2011|07/02/2022|A|NECOCHEA|ESCUELA TECNICA Nº 1 REPUBLICA DE MEXICO|TÉCNICO ELECTROMECANICO|
8904|213|2014|07/02/2022|A|TANDIL|COLEGIO SAN JOSÉ|BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES|
8909|206|2011|07/02/2022|A|MAR DEL PLATA|INSTITUTO ARGENTINO MODELO||
8912|206|2011|07/02/2022|A|TANDIL|ESCUELA NACIONAL ERNESTO SABATO||
8934|213|2014|07/02/2022|A|TANDIL|||
8941|206|2011|07/02/2022|A|NECOCHEA|ESCUELA TECNICA Nº 3||
8951|206|2011|07/02/2022|A|TANDIL|||
8964|213|2014|21/02/2022|A|TANDIL|COLEGIO SAN JOSÉ|BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.|
8966|213|2014|21/02/2022|A|TANDIL|C.E.N.S. NRO 451 PLAN FINES|BACHILLER CON ESPECIALIZACION EN GESTION Y ADMINISTRACION|
8980|213|2014|02/03/2022|A|QUEQUEN|ESCUELA TECNICA Nº 3|TÉCNICO EN ARTES GRAFICAS|
8983|213|2014|24/02/2022|A|BOLIVAR|ESCUELA DE EDUCACION MEDIA N°4 M. DE LOS R. DE E. DE S. MARTIN                                      |BACHILLER EN CIENCIAS BIOLÓGICAS|
8985|213|2014|04/03/2022|A|TANDIL|ESCUELA DE EDUCACION TECNICA NRO 1|TÉCNICO MECANICO ELECTRICISTA|
8986|213|2014|03/03/2022|A|TRES ARROYOS|ESCUELA DE EDUCACION MEDIA N°1                                                                      ||
8987|213|2014|03/03/2022|A|TANDIL|ESCUELA NORMAL NACIONAL SUPERIOR DE PUNTA ALTA|BACHILLER|
9025|213|2014|09/03/2022|A|TANDIL|ESCUELA POLIMODAL Nº 10 GRAL JOSE DE SAN MARTIN|BACHILLER C/ ESP.EN LENGUAS VIVAS/LENGUAS MODERNAS|
9035|211|2004|15/03/2022|A|CONCORDIA|GENERAL MARTIN MIGUEL DE GUEMES 2|BACHILLER|
9044|211|2004|15/03/2022|A|CHILECITO|E.P.E.T. Nº 1 GRAL ANGEL VICENTE PEÑALOZA|Nivel de Educación Polimodal en la Modalidad: Producción de Bienes y Servicios|
9050|211|2004|17/03/2022|A|CHIVILCOY|INSTITUTO GENERAL MARTIN RODRIGUEZ|Bachiller en Economía y Administración|
9070|206|2011|21/03/2022|N|TANDIL|COLEGIO SAN JOSÉ||
9070|213|2014|23/03/2022|A|TANDIL|COLEGIO SAN JOSÉ||
9081|213|2014|21/03/2022|A|TANDIL|ESCUELA MEDIA NRO. 2 FLORENTINO AMEGHINO|MODALIDAD ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES|
9083|213|2014|21/03/2022|A|TANDIL|ESCUELA TECNICA Nº 3|TÉCNICO EN ADMINISTRACION DE EMPRESAS|
9091|206|2011|21/03/2022|A|TANDIL|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA||
9095|213|2014|21/03/2022|A|ASUNCION|ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA||
9119|213|2014|21/03/2022|A|TANDIL|ESCUELA MEDIA NRO. 2 FLORENTINO AMEGHINO|BACHILLER CON ORIENTACION EN GESTION EMPRESARIAL|
9130|213|2014|21/03/2022|A|Indeterminada|COLEGIO ESTRELLA DE BELEN|BACHILLER CON ESPECIALIZACION EN CIENCIAS DE LA COMUNICACION|
9145|206|2011|21/03/2022|N|ADOLFO GONZALES CHAVES|ESCUELA DE EDUCACION TECNICA NRO.2 ING. FELIPE SENILLOSA|TÉCNICO EN INFORMÁTICA PROFESIONAL Y PERSONAL|
9145|213|2014|28/03/2022|A|ADOLFO GONZALES CHAVES|ESCUELA DE EDUCACION TECNICA NRO.2 ING. FELIPE SENILLOSA|TÉCNICO EN INFORMÁTICA PROFESIONAL Y PERSONAL|
9155|204|2003b|21/03/2022|A|BALCARCE|ESCUELA TECNICA Nº 1 LUCAS KRAGLIEVICH|TÉCNICO ELECTROMECANICO|
9163|206|2011|21/03/2022|A|TANDIL|INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ|BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
9173|206|2011|21/03/2022|A|AYACUCHO|ESCUELA TECNICA Nº 1 JUAN LABAT|Técnico en Electromecánica|
9177|206|2011|21/03/2022|A|AZUL|ESCUELA NORMAL SUPERIOR BERNARDINO RIVADAVIA -MEDIA NRO.6-|BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
9188|206|2011|21/03/2022|A|TANDIL|ESCUELA NACIONAL ERNESTO SABATO||
9209|213|2014|21/03/2022|A|TRES ARROYOS|COLEGIO NACIONAL DE TRES ARROYOS||
9217|206|2011|21/03/2022|N|DAIREAUX|INSTITUTO SANTA TERESITA|BACHILLER EN CIENCIAS SOCIALES|
9217|213|2014|28/03/2022|A|DAIREAUX|INSTITUTO SANTA TERESITA|BACHILLER EN CIENCIAS SOCIALES|
9218|206|2011|21/03/2022|A|NECOCHEA|ESCUELA TECNICA Nº 3|TÉCNICO EN MEDIOS DE COMUNICACION|
9222|213|2014|21/03/2022|A|TRES ARROYOS|INSTITUTO NUESTRA SEÑORA DE LUJAN|Bachiller en Economía y Administración|
9234|206|2011|21/03/2022|A|AZUL|INSTITUTO SAGRADA FAMILIA|CIENCIAS NATURALES, SALUD Y AMBIENTE|
9235|213|2014|21/03/2022|A|TRES ARROYOS|ESCUELA TECNICA Nº 1 GRAL. DON JOSE DE SAN MARTINº|Técnico en Electromecánica|
9250|213|2014|21/03/2022|A|SAN CAYETANO|INSTITUTO DOMINGO F.SARMIENTO|BACHILLER EN CIENCIAS SOCIALES|
9252|206|2011|21/03/2022|A|VILLA GESELL|COLEGIO GRAL DON JOSE DE SAN MARTIN (EX 9000)|BACHILLER EN CIENCIAS SOCIALES|
9253|213|2014|21/03/2022|A|OLAVARRIA|INSTITUTO SAN ANTONIO DE PADUA|ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES|
9272|213|2014|21/03/2022|A|Ciudad Autónoma de Buenos Aires|INSTITUTO SAN JOSE|BACHILLER EN CIENCIAS SOCIALES|
9280|213|2014|21/03/2022|A|TANDIL|ESCUELA POLIMODAL Nº 11 CENTRO POLIVALENTE DE ARTE DE TANDIL|BACHILLER EN ARTE - ARTES VISUALES|
9291|213|2014|21/03/2022|A|TANDIL|ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA N° 2 ING. FELIPE SENILLOSA|TÉCNICO ELECTROMECANICO|
